date,Close,High,Low,Open,Volume,Returns
2018-01-03,6070.39990234375,6082.2998046875,6060.7998046875,6061.2998046875,0.0,0.150134425774695
2018-01-04,6077.10009765625,6102.2001953125,6068.7998046875,6070.39990234375,0.0,0.1103748586631425
2018-01-05,6122.2998046875,6124.7998046875,6077.10009765625,6077.10009765625,0.0,0.7437709813054028
2018-01-08,6130.39990234375,6143.0,6122.2998046875,6122.2998046875,0.0,0.1323048186899988
2018-01-09,6135.7998046875,6149.60009765625,6130.39990234375,6130.39990234375,0.0,0.0880840145792927
2018-01-10,6096.7001953125,6150.0,6096.5,6135.7998046875,0.0,-0.6372373711594936
2018-01-11,6067.60009765625,6097.10009765625,6053.89990234375,6096.7001953125,0.0,-0.4773089823019938
2018-01-12,6070.10009765625,6086.0,6067.60009765625,6067.60009765625,0.0,0.0412024517068232
2018-01-15,6077.10009765625,6103.60009765625,6070.10009765625,6070.10009765625,0.0,0.1153193503794502
2018-01-16,6048.60009765625,6077.7998046875,6042.0,6077.10009765625,0.0,-0.468973680571616
2018-01-17,6015.7998046875,6048.60009765625,6012.89990234375,6048.60009765625,0.0,-0.5422790801041688
2018-01-18,6014.60009765625,6035.60009765625,6014.60009765625,6015.7998046875,0.0,-0.0199426023172355
2018-01-19,6005.7998046875,6028.7001953125,6002.2001953125,6014.60009765625,0.0,-0.1463155126835369
2018-01-22,5991.89990234375,6017.7998046875,5991.89990234375,6005.7998046875,0.0,-0.2314413199870801
2018-01-23,6037.0,6041.0,5991.89990234375,5991.89990234375,0.0,0.7526844305027369
2018-01-24,6054.7001953125,6066.2998046875,6036.2001953125,6037.0,0.0,0.2931952180304842
2018-01-25,6050.0,6056.0,6029.10009765625,6054.7001953125,0.0,-0.0776288694878557
2018-01-29,6075.39990234375,6090.2001953125,6050.0,6050.0,0.0,0.4198330965909047
2018-01-30,6022.7998046875,6075.39990234375,6016.5,6075.39990234375,0.0,-0.8657882361942648
2018-01-31,6037.7001953125,6043.7001953125,5993.60009765625,6022.7998046875,0.0,0.247399732818665
2018-02-01,6090.10009765625,6093.60009765625,6037.7001953125,6037.7001953125,0.0,0.8678785075223239
2018-02-02,6121.39990234375,6121.39990234375,6077.7998046875,6090.10009765625,0.0,0.5139456525443009
2018-02-05,6026.2001953125,6121.39990234375,6013.2001953125,6121.39990234375,0.0,-1.555195029731682
2018-02-06,5833.2998046875,6026.2001953125,5795.89990234375,6026.2001953125,0.0,-3.201028581411025
2018-02-07,5876.7998046875,5938.60009765625,5833.2998046875,5833.2998046875,0.0,0.7457185719315307
2018-02-08,5890.7001953125,5893.60009765625,5838.10009765625,5876.7998046875,0.0,0.2365299327350412
2018-02-09,5838.0,5890.7001953125,5786.7998046875,5890.7001953125,0.0,-0.8946338052382319
2018-02-12,5820.7001953125,5840.5,5791.2998046875,5838.0,0.0,-0.2963310155447041
2018-02-13,5855.89990234375,5860.2001953125,5814.89990234375,5820.7001953125,0.0,0.6047332082074419
2018-02-14,5841.2001953125,5868.10009765625,5830.7998046875,5855.89990234375,0.0,-0.2510238780783602
2018-02-15,5909.0,5913.10009765625,5841.2001953125,5841.2001953125,0.0,1.160717017401813
2018-02-16,5904.0,5938.10009765625,5902.2998046875,5909.0,0.0,-0.0846166864105546
2018-02-19,5941.60009765625,5949.60009765625,5890.2001953125,5904.39990234375,7891300.0,0.6368580226329579
2018-02-20,5940.89990234375,5942.2998046875,5912.7001953125,5941.60009765625,0.0,-0.0117846253701259
2018-02-21,5943.7001953125,5955.2001953125,5920.2001953125,5940.89990234375,0.0,0.0471358382531539
2018-02-22,5950.89990234375,5973.10009765625,5928.2998046875,5943.7001953125,0.0,0.1211317326692995
2018-02-23,5999.7998046875,6003.39990234375,5950.89990234375,5950.89990234375,0.0,0.8217228174933755
2018-02-26,6042.2001953125,6042.2001953125,5999.7998046875,5999.7998046875,0.0,0.7066967566463411
2018-02-27,6056.89990234375,6083.0,6042.2001953125,6042.2001953125,0.0,0.2432840117190027
2018-02-28,6016.0,6056.89990234375,6012.60009765625,6056.89990234375,0.0,-0.6752613218508619
2018-03-01,5973.2998046875,6016.0,5957.5,6016.0,0.0,-0.7097771827210719
2018-03-02,5928.89990234375,5973.2998046875,5902.2001953125,5973.2998046875,0.0,-0.743306108776054
2018-03-05,5959.5,5960.2001953125,5895.0,5895.0,34463900.0,0.5161176299190551
2018-03-06,5962.39990234375,5979.5,5895.0,5895.0,0.0,0.0486601618214566
2018-03-07,5902.0,5962.39990234375,5895.2998046875,5962.39990234375,0.0,-1.0130132720552298
2018-03-08,5942.89990234375,5942.89990234375,5895.60009765625,5902.0,0.0,0.6929837740384581
2018-03-09,5963.2001953125,5978.39990234375,5942.10009765625,5942.89990234375,0.0,0.3415890104550456
2018-03-12,5996.10009765625,6026.10009765625,5971.2998046875,5971.2998046875,0.0,0.5517155431006948
2018-03-13,5974.7001953125,5996.10009765625,5949.60009765625,5996.10009765625,0.0,-0.3568970163142282
2018-03-14,5935.2998046875,5974.7001953125,5922.7998046875,5974.7001953125,0.0,-0.6594538526956017
2018-03-15,5920.7998046875,5935.2998046875,5906.10009765625,5935.2998046875,0.0,-0.2443010543216051
2018-03-16,5949.39990234375,5952.7001953125,5920.89990234375,5920.89990234375,0.0,0.4830444973600967
2018-03-19,5959.39990234375,5982.5,5933.5,5949.39990234375,0.0,0.1680841793146426
2018-03-20,5936.39990234375,5959.39990234375,5915.60009765625,5959.39990234375,0.0,-0.3859449001057058
2018-03-21,5950.2998046875,5963.0,5934.7001953125,5936.39990234375,0.0,0.2341470010849944
2018-03-22,5937.2001953125,5958.2998046875,5909.10009765625,5950.2998046875,0.0,-0.2201504093067741
2018-03-23,5820.7001953125,5937.2001953125,5808.10009765625,5937.2001953125,0.0,-1.962204341567908
2018-03-26,5790.5,5820.7001953125,5773.2998046875,5820.7001953125,0.0,-0.5188412785255725
2018-03-27,5832.2998046875,5837.5,5790.5,5790.5,0.0,0.7218686587945777
2018-03-28,5789.5,5832.2998046875,5781.60009765625,5832.2998046875,0.0,-0.7338409567543391
2018-03-29,5759.39990234375,5804.2998046875,5752.7001953125,5789.5,0.0,-0.519908414478798
2018-04-03,5751.89990234375,5766.0,5724.7998046875,5759.39990234375,0.0,-0.1302219003224247
2018-04-04,5761.39990234375,5764.2998046875,5728.7998046875,5751.89990234375,0.0,0.1651628185693754
2018-04-05,5788.7998046875,5806.0,5761.39990234375,5761.39990234375,0.0,0.4755771654143315
2018-04-06,5788.7001953125,5799.2001953125,5761.89990234375,5788.7998046875,0.0,-0.0017207258561469
2018-04-09,5808.7001953125,5816.60009765625,5771.10009765625,5788.7001953125,0.0,0.3455007052566961
2018-04-10,5857.0,5857.7998046875,5785.7001953125,5808.7001953125,0.0,0.831507963287148
2018-04-11,5828.7001953125,5864.0,5825.2998046875,5857.0,0.0,-0.483179181961757
2018-04-12,5815.5,5837.89990234375,5801.5,5828.7001953125,0.0,-0.2264689359578908
2018-04-13,5829.10009765625,5844.7001953125,5815.5,5815.5,0.0,0.2338594730676657
2018-04-16,5841.2998046875,5867.60009765625,5829.10009765625,5829.10009765625,0.0,0.2092897158543438
2018-04-17,5841.5,5871.10009765625,5841.2998046875,5841.2998046875,0.0,0.003427239128162
2018-04-18,5861.39990234375,5864.7998046875,5841.5,5841.5,0.0,0.3406642530813908
2018-04-19,5881.0,5902.89990234375,5861.39990234375,5861.39990234375,0.0,0.3343927727642803
2018-04-20,5868.7998046875,5887.0,5862.7001953125,5881.0,0.0,-0.2074510340503321
2018-04-23,5886.0,5894.7001953125,5868.7998046875,5868.7998046875,0.0,0.2930785830990823
2018-04-24,5921.60009765625,5928.7998046875,5879.60009765625,5886.0,0.0,0.6048266676223157
2018-04-26,5910.7998046875,5938.7998046875,5903.10009765625,5921.60009765625,0.0,-0.1823880841434144
2018-04-27,5953.60009765625,5953.60009765625,5910.7998046875,5910.7998046875,0.0,0.7241032412366177
2018-04-30,5982.7001953125,5991.10009765625,5945.60009765625,5953.60009765625,0.0,0.4887815301485521
2018-05-01,6015.2001953125,6022.10009765625,5978.5,5982.7001953125,0.0,0.5432329707155237
2018-05-02,6050.2001953125,6053.60009765625,6009.5,6015.2001953125,0.0,0.5818592709063042
2018-05-03,6098.2998046875,6109.7001953125,6050.2001953125,6050.2001953125,0.0,0.7950085587625111
2018-05-04,6062.89990234375,6109.7001953125,6061.2998046875,6098.2998046875,0.0,-0.5804880618781594
2018-05-07,6084.5,6110.2001953125,6063.2001953125,6063.2001953125,0.0,0.3562667700962807
2018-05-08,6091.89990234375,6111.2001953125,6084.5,6084.5,0.0,0.1216189061344463
2018-05-09,6108.0,6111.5,6083.2998046875,6091.89990234375,0.0,0.264286969817995
2018-05-10,6118.7001953125,6145.2001953125,6108.0,6108.0,0.0,0.175183289333658
2018-05-11,6116.2001953125,6140.89990234375,6116.2001953125,6118.7001953125,0.0,-0.040858350960149
2018-05-14,6135.2998046875,6135.5,6109.2998046875,6116.2001953125,0.0,0.3122790092717764
2018-05-15,6097.7998046875,6146.7998046875,6097.7998046875,6135.2998046875,0.0,-0.611217074858339
2018-05-16,6107.0,6129.7001953125,6094.5,6097.7998046875,0.0,0.1508772935678859
2018-05-17,6094.2998046875,6120.2001953125,6077.60009765625,6107.0,0.0,-0.2079612790650054
2018-05-18,6087.39990234375,6110.60009765625,6079.5,6094.2998046875,0.0,-0.1132189515593351
2018-05-21,6084.5,6094.89990234375,6070.2998046875,6087.39990234375,0.0,-0.0476377828017127
2018-05-22,6041.89990234375,6084.5,6028.5,6084.5,0.0,-0.7001413042361793
2018-05-23,6032.5,6056.60009765625,6026.10009765625,6041.89990234375,0.0,-0.1555785844797541
2018-05-24,6037.10009765625,6039.2998046875,6011.89990234375,6032.5,0.0,0.076255245026946
2018-05-25,6032.7998046875,6038.89990234375,6016.60009765625,6037.10009765625,0.0,-0.0712311026683121
2018-05-28,6004.0,6032.7998046875,5993.7998046875,6032.7998046875,0.0,-0.4773870444884087
2018-05-29,6013.60009765625,6025.2001953125,5995.60009765625,6004.0,0.0,0.15989503091689
2018-05-30,5984.7001953125,6013.60009765625,5964.10009765625,6013.60009765625,0.0,-0.480575726261101
2018-05-31,6011.89990234375,6024.39990234375,5984.7001953125,5984.7001953125,0.0,0.4544873785416126
2018-06-01,5990.39990234375,6011.89990234375,5972.0,6011.89990234375,0.0,-0.3576240514519879
2018-06-04,6025.5,6038.5,5990.39990234375,5990.39990234375,0.0,0.5859391397645686
2018-06-05,5994.89990234375,6025.5,5982.2001953125,6025.5,0.0,-0.507843293606336
2018-06-06,6025.10009765625,6026.10009765625,5994.89990234375,5994.89990234375,0.0,0.5037647968182624
2018-06-07,6057.2998046875,6070.7001953125,6025.10009765625,6025.10009765625,0.0,0.534426092668161
2018-06-08,6045.2001953125,6060.7998046875,6041.39990234375,6057.2998046875,0.0,-0.1997525261278387
2018-06-12,6054.39990234375,6063.89990234375,6040.7998046875,6045.2001953125,0.0,0.1521820077750924
2018-06-13,6023.5,6054.39990234375,6010.7001953125,6054.39990234375,0.0,-0.5103710168168463
2018-06-14,6016.60009765625,6033.7001953125,6007.5,6023.5,0.0,-0.1145497193284605
2018-06-15,6094.0,6100.10009765625,6016.60009765625,6016.60009765625,0.0,1.2864392029960705
2018-06-18,6104.10009765625,6114.89990234375,6085.2001953125,6094.0,0.0,0.1657383927838873
2018-06-19,6102.10009765625,6147.60009765625,6102.10009765625,6104.10009765625,0.0,-0.0327648624367737
2018-06-20,6172.60009765625,6172.60009765625,6102.10009765625,6102.10009765625,0.0,1.1553399464403702
2018-06-21,6232.10009765625,6249.2998046875,6172.60009765625,6172.60009765625,0.0,0.9639373855207634
2018-06-22,6225.2001953125,6243.39990234375,6217.0,6232.10009765625,0.0,-0.1107155250337665
2018-06-25,6210.39990234375,6250.7998046875,6204.2998046875,6225.7001953125,0.0,-0.2377480643898755
2018-06-26,6197.60009765625,6210.39990234375,6161.10009765625,6210.39990234375,0.0,-0.2061027452140318
2018-06-27,6195.89990234375,6216.2998046875,6189.39990234375,6197.60009765625,0.0,-0.0274331238819813
2018-06-28,6215.39990234375,6218.89990234375,6178.39990234375,6195.89990234375,0.0,0.3147242580956444
2018-06-29,6194.60009765625,6232.60009765625,6194.60009765625,6215.39990234375,0.0,-0.334649499860129
2018-07-02,6177.7998046875,6220.10009765625,6177.5,6194.60009765625,0.0,-0.2712086769750765
2018-07-03,6210.2001953125,6218.2998046875,6177.7998046875,6177.7998046875,0.0,0.5244648847380295
2018-07-04,6183.39990234375,6213.7998046875,6174.39990234375,6210.2001953125,0.0,-0.4315528022587611
2018-07-05,6215.5,6218.5,6182.0,6183.39990234375,0.0,0.5191334567263395
2018-07-06,6272.2998046875,6273.5,6215.5,6215.5,0.0,0.9138412788592952
2018-07-09,6286.0,6301.5,6272.2998046875,6272.2998046875,0.0,0.2184237957226109
2018-07-10,6258.10009765625,6306.10009765625,6257.89990234375,6286.0,0.0,-0.4438419081092881
2018-07-11,6215.60009765625,6258.10009765625,6209.60009765625,6258.10009765625,0.0,-0.6791198500630702
2018-07-12,6268.2998046875,6279.7998046875,6209.89990234375,6215.60009765625,0.0,0.847861931322158
2018-07-13,6268.39990234375,6287.10009765625,6251.10009765625,6268.2998046875,0.0,0.0015968868651627
2018-07-16,6241.5,6275.7001953125,6235.5,6267.60009765625,0.0,-0.4291350705575181
2018-07-17,6203.60009765625,6241.5,6199.89990234375,6241.5,0.0,-0.607224262496997
2018-07-18,6245.10009765625,6256.7998046875,6203.60009765625,6203.60009765625,0.0,0.6689663960718351
2018-07-19,6262.7001953125,6274.2001953125,6243.10009765625,6245.10009765625,0.0,0.2818225069419755
2018-07-20,6285.89990234375,6297.89990234375,6254.7998046875,6262.7001953125,0.0,0.3704425616384288
2018-07-23,6227.60009765625,6285.89990234375,6224.89990234375,6285.89990234375,0.0,-0.9274695046569637
2018-07-24,6265.7998046875,6269.2001953125,6227.60009765625,6227.60009765625,0.0,0.6133937059578765
2018-07-25,6247.60009765625,6277.2998046875,6239.7001953125,6265.7998046875,0.0,-0.2904610360777049
2018-07-26,6244.5,6252.10009765625,6214.5,6247.60009765625,0.0,-0.0496206160412349
2018-07-27,6300.2001953125,6302.2998046875,6244.5,6244.5,0.0,0.8919880745055675
2018-07-30,6278.39990234375,6300.2001953125,6260.0,6297.0,0.0,-0.346025400668537
2018-07-31,6280.2001953125,6298.60009765625,6271.89990234375,6278.39990234375,0.0,0.028674391512995
2018-08-01,6275.7001953125,6293.2998046875,6269.10009765625,6280.2001953125,0.0,-0.0716537667598382
2018-08-02,6240.89990234375,6277.5,6240.89990234375,6275.7001953125,0.0,-0.5545244655686954
