date,Close,High,Low,Open,Volume,Returns
2018-08-03,6234.7998046875,6269.89990234375,6231.2001953125,6240.89990234375,0.0,-0.0977438791152418
2018-08-06,6273.0,6284.2998046875,6234.7998046875,6234.7998046875,0.0,0.6126932140432251
2018-08-07,6253.89990234375,6273.0,6244.39990234375,6273.0,0.0,-0.3044810721544722
2018-08-08,6268.5,6279.0,6253.89990234375,6253.89990234375,0.0,0.2334558896725846
2018-08-09,6297.7001953125,6313.60009765625,6258.39990234375,6268.5,0.0,0.4658242851160565
2018-08-10,6278.39990234375,6307.2001953125,6277.39990234375,6297.7001953125,0.0,-0.3064657314604369
2018-08-13,6252.2001953125,6279.7001953125,6239.60009765625,6278.10009765625,0.0,-0.4172991118560287
2018-08-14,6299.60009765625,6307.7998046875,6252.2001953125,6252.2001953125,0.0,0.7581315515022613
2018-08-15,6329.0,6329.0,6274.7001953125,6299.60009765625,0.0,0.4666947407453437
2018-08-16,6328.2998046875,6331.0,6282.39990234375,6329.0,0.0,-0.011063285076629
2018-08-17,6339.2001953125,6348.10009765625,6316.60009765625,6328.2998046875,0.0,0.1722483283254972
2018-08-20,6345.0,6358.0,6338.39990234375,6338.39990234375,0.0,0.0914911110046379
2018-08-21,6284.39990234375,6345.39990234375,6275.89990234375,6345.0,0.0,-0.9550842814223804
2018-08-22,6266.0,6284.39990234375,6248.7998046875,6284.39990234375,0.0,-0.2927869427419405
2018-08-23,6244.39990234375,6275.7001953125,6242.5,6266.0,0.0,-0.3447190816509682
2018-08-24,6247.2998046875,6273.7001953125,6238.0,6244.39990234375,0.0,0.0464400485090887
2018-08-27,6268.89990234375,6269.60009765625,6230.89990234375,6247.5,0.0,0.34575093770981
2018-08-28,6304.7001953125,6318.89990234375,6268.89990234375,6268.89990234375,0.0,0.5710777572850656
2018-08-29,6352.2001953125,6352.2001953125,6303.0,6304.7001953125,0.0,0.753406165693904
2018-08-30,6351.7998046875,6373.5,6348.2001953125,6352.2001953125,0.0,-0.0063031802003843
2018-08-31,6319.5,6355.2001953125,6319.5,6351.7998046875,0.0,-0.5085142114155339
2018-09-03,6310.89990234375,6333.7001953125,6310.89990234375,6319.5,0.0,-0.1360882610372704
2018-09-04,6293.10009765625,6314.89990234375,6276.2998046875,6310.89990234375,0.0,-0.2820485978693665
2018-09-05,6230.39990234375,6293.10009765625,6230.39990234375,6293.10009765625,0.0,-0.996332401193678
2018-09-06,6160.39990234375,6230.39990234375,6150.7001953125,6230.39990234375,0.0,-1.1235233868963634
2018-09-07,6143.7998046875,6160.39990234375,6102.0,6160.39990234375,0.0,-0.269464611379111
2018-09-10,6141.7001953125,6152.7001953125,6123.7998046875,6143.7998046875,0.0,-0.0341744432069246
2018-09-11,6179.7001953125,6181.5,6139.2998046875,6141.7001953125,0.0,0.6187211812944238
2018-09-12,6175.89990234375,6181.10009765625,6152.39990234375,6179.7001953125,0.0,-0.0614963970522852
2018-09-13,6128.7001953125,6175.89990234375,6126.7001953125,6175.89990234375,0.0,-0.7642563476998321
2018-09-14,6165.2998046875,6173.2998046875,6128.7001953125,6128.7001953125,0.0,0.5971838760034709
2018-09-17,6185.0,6192.60009765625,6142.2998046875,6165.2998046875,0.0,0.3195334523314219
2018-09-18,6161.5,6185.0,6149.10009765625,6185.0,0.0,-0.3799514955537542
2018-09-19,6190.0,6197.5,6161.5,6161.5,0.0,0.4625497038058812
2018-09-20,6169.5,6196.7001953125,6163.7001953125,6190.0,0.0,-0.3311793214862635
2018-09-21,6194.60009765625,6209.60009765625,6169.5,6169.5,0.0,0.4068416833819643
2018-09-24,6186.89990234375,6195.2001953125,6167.7001953125,6194.60009765625,0.0,-0.1243049622430603
2018-09-25,6185.89990234375,6192.2001953125,6166.7998046875,6186.89990234375,0.0,-0.0161631837557463
2018-09-26,6192.2998046875,6210.5,6182.5,6185.89990234375,0.0,0.1034595199531862
2018-09-27,6181.2001953125,6197.10009765625,6179.7998046875,6192.2998046875,0.0,-0.1792485784780306
2018-09-28,6207.60009765625,6234.39990234375,6181.2001953125,6181.2001953125,0.0,0.4270999402959052
2018-10-01,6172.2998046875,6207.60009765625,6154.2998046875,6207.60009765625,0.0,-0.5686624849122968
2018-10-02,6126.2001953125,6180.2998046875,6118.39990234375,6172.2998046875,0.0,-0.7468789727289371
2018-10-03,6146.10009765625,6151.39990234375,6126.2001953125,6126.2001953125,0.0,0.3248327137427953
2018-10-04,6176.2998046875,6195.2001953125,6146.10009765625,6146.10009765625,0.0,0.4913637355624223
2018-10-05,6185.5,6199.2001953125,6160.60009765625,6176.2998046875,0.0,0.1489596619891564
2018-10-08,6100.2998046875,6177.39990234375,6100.2998046875,6177.39990234375,0.0,-1.377418079581283
2018-10-09,6041.10009765625,6101.7998046875,6033.60009765625,6100.2998046875,0.0,-0.9704393050610548
2018-10-10,6049.7998046875,6057.7998046875,6022.7001953125,6041.10009765625,0.0,0.1440086555530628
2018-10-11,5883.7998046875,6049.7998046875,5883.7998046875,6049.7998046875,0.0,-2.7438924486621885
2018-10-12,5895.7001953125,5904.0,5846.7001953125,5883.7998046875,0.0,0.2022568921451029
2018-10-15,5837.10009765625,5895.7001953125,5796.0,5895.7001953125,0.0,-0.9939463628568012
2018-10-16,5869.89990234375,5884.7001953125,5837.10009765625,5869.89990234375,0.0,0.5619195172046121
2018-10-17,5939.10009765625,5940.2001953125,5869.89990234375,5869.89990234375,0.0,1.1788990692136014
2018-10-18,5942.39990234375,5942.7998046875,5914.89990234375,5939.10009765625,0.0,0.0555606848384737
2018-10-19,5939.5,5942.39990234375,5883.2998046875,5942.39990234375,0.0,-0.0488001883314215
2018-10-22,5904.89990234375,5939.5,5887.7001953125,5939.5,0.0,-0.5825422620801435
2018-10-23,5843.10009765625,5905.39990234375,5843.10009765625,5904.89990234375,0.0,-1.0465851362352565
2018-10-24,5829.0,5857.10009765625,5819.39990234375,5843.10009765625,0.0,-0.2413119306634126
2018-10-25,5664.10009765625,5829.0,5664.10009765625,5829.0,0.0,-2.8289569796491665
2018-10-26,5665.2001953125,5700.2001953125,5624.60009765625,5664.10009765625,0.0,0.0194222848693081
2018-10-29,5728.2001953125,5737.60009765625,5665.2001953125,5665.2001953125,0.0,1.1120524929044473
2018-10-30,5805.10009765625,5805.10009765625,5691.7001953125,5728.2001953125,0.0,1.3424793080150763
2018-10-31,5830.2998046875,5830.2998046875,5789.5,5805.10009765625,0.0,0.4340959950272616
2018-11-01,5840.7998046875,5877.2001953125,5820.7001953125,5830.2998046875,0.0,0.1800936547303733
2018-11-02,5849.2001953125,5849.2001953125,5809.2001953125,5840.7998046875,0.0,0.1438226083054328
2018-11-05,5818.10009765625,5857.39990234375,5817.7001953125,5849.2001953125,0.0,-0.5316982940876791
2018-11-06,5875.2001953125,5877.2001953125,5818.10009765625,5818.10009765625,0.0,0.9814217132368076
2018-11-07,5896.89990234375,5896.89990234375,5844.60009765625,5875.2001953125,0.0,0.3693441297296207
2018-11-08,5928.2001953125,5935.5,5896.89990234375,5896.89990234375,0.0,0.5307923398243375
2018-11-09,5921.7998046875,5933.5,5896.39990234375,5928.2001953125,0.0,-0.1079651566096018
2018-11-12,5941.2998046875,5941.2998046875,5884.60009765625,5921.7998046875,0.0,0.3292917802551143
2018-11-13,5834.2001953125,5941.2998046875,5824.39990234375,5941.2998046875,0.0,-1.8026292713002268
2018-11-14,5732.7998046875,5837.2998046875,5728.60009765625,5834.2001953125,0.0,-1.7380341303075308
2018-11-15,5736.0,5753.5,5686.7998046875,5732.7998046875,0.0,0.0558225547991897
2018-11-16,5730.60009765625,5757.89990234375,5726.5,5736.0,0.0,-0.0941405568994024
2018-11-19,5693.7001953125,5731.2998046875,5682.39990234375,5730.60009765625,0.0,-0.6439099171977047
2018-11-20,5671.7998046875,5693.7001953125,5635.5,5693.7001953125,0.0,-0.3846424973873774
2018-11-21,5642.7998046875,5671.7998046875,5594.0,5671.7998046875,0.0,-0.5113015444591862
2018-11-22,5691.2998046875,5695.39990234375,5642.7998046875,5642.7998046875,0.0,0.8595024044572908
2018-11-23,5716.2001953125,5724.2998046875,5678.2998046875,5691.2998046875,0.0,0.4375167620670916
2018-11-26,5671.60009765625,5716.2001953125,5655.60009765625,5716.2001953125,0.0,-0.780240301814894
2018-11-27,5728.2998046875,5728.2998046875,5670.7001953125,5671.60009765625,0.0,0.999712709904932
2018-11-28,5725.10009765625,5737.60009765625,5706.7001953125,5728.2998046875,0.0,-0.0558578834968015
2018-11-29,5758.39990234375,5778.7001953125,5725.10009765625,5725.10009765625,0.0,0.5816458074004993
2018-11-30,5667.2001953125,5758.39990234375,5667.2001953125,5758.39990234375,0.0,-1.5837682095356076
2018-12-03,5771.2001953125,5771.2001953125,5667.2001953125,5667.2001953125,0.0,1.8351213370937811
2018-12-04,5713.10009765625,5771.2001953125,5713.10009765625,5771.2001953125,0.0,-1.0067246965967391
2018-12-05,5668.39990234375,5713.10009765625,5610.0,5713.10009765625,0.0,-0.7824157558667277
2018-12-06,5657.60009765625,5668.39990234375,5621.39990234375,5668.39990234375,0.0,-0.1905265131882161
2018-12-07,5681.5,5706.39990234375,5653.5,5657.7001953125,0.0,0.4224388774606291
2018-12-10,5552.5,5681.5,5549.2998046875,5681.5,0.0,-2.270527149520374
2018-12-11,5575.89990234375,5587.7001953125,5551.5,5555.2998046875,0.0,0.4214300287032957
2018-12-12,5653.5,5654.89990234375,5575.89990234375,5575.89990234375,0.0,1.3917053572577889
2018-12-13,5661.60009765625,5682.10009765625,5636.89990234375,5653.5,0.0,0.1432758053639293
2018-12-14,5602.0,5665.2001953125,5588.60009765625,5661.60009765625,0.0,-1.0527076555782
2018-12-17,5658.2998046875,5665.60009765625,5585.10009765625,5602.0,0.0,1.0049947284451966
2018-12-18,5589.5,5658.2998046875,5576.7998046875,5658.2998046875,0.0,-1.2159094968864026
2018-12-19,5580.60009765625,5589.5,5555.2001953125,5589.5,0.0,-0.1592253751453665
2018-12-20,5505.7998046875,5587.60009765625,5505.7998046875,5580.60009765625,0.0,-1.3403628939505086
2018-12-21,5467.60009765625,5543.10009765625,5426.60009765625,5505.7998046875,0.0,-0.6938084998791227
2018-12-24,5493.7998046875,5496.7001953125,5410.2001953125,5467.60009765625,0.0,0.4791811135287815
2018-12-27,5597.2001953125,5597.2001953125,5493.7998046875,5493.7998046875,0.0,1.882128841622066
2018-12-28,5654.2998046875,5654.2998046875,5590.7001953125,5597.2001953125,0.0,1.0201459190761095
2018-12-31,5646.39990234375,5700.60009765625,5646.39990234375,5654.2998046875,0.0,-0.1397149535155684
2019-01-02,5557.7998046875,5652.5,5552.0,5646.39990234375,350200.0,-1.569143156500008
2019-01-03,5633.39990234375,5646.5,5557.7998046875,5557.7998046875,451300.0,1.3602522637193193
2019-01-04,5619.39990234375,5633.39990234375,5568.7001953125,5633.39990234375,475800.0,-0.2485177733285937
2019-01-07,5683.2001953125,5716.2001953125,5619.39990234375,5619.39990234375,439600.0,1.1353577619941158
2019-01-08,5722.39990234375,5733.7001953125,5666.60009765625,5683.2001953125,548900.0,0.6897470735516498
2019-01-09,5778.2998046875,5781.39990234375,5722.39990234375,5722.39990234375,554100.0,0.9768611648559355
2019-01-10,5795.2998046875,5795.2998046875,5755.39990234375,5778.2998046875,528300.0,0.2942041876437207
2019-01-11,5774.60009765625,5808.60009765625,5774.60009765625,5795.2998046875,398500.0,-0.3571809523039149
2019-01-14,5773.39990234375,5801.5,5756.89990234375,5774.60009765625,374100.0,-0.0207840420497151
2019-01-15,5814.60009765625,5814.60009765625,5773.39990234375,5773.39990234375,435700.0,0.713621020705224
2019-01-16,5835.2001953125,5835.2001953125,5805.0,5814.60009765625,549000.0,0.3542822775473908
2019-01-17,5850.10009765625,5856.39990234375,5831.0,5835.2001953125,486000.0,0.2553451783148697
2019-01-18,5879.60009765625,5888.10009765625,5850.10009765625,5850.10009765625,450700.0,0.5042648759432167
2019-01-21,5890.39990234375,5911.7998046875,5879.60009765625,5879.60009765625,376400.0,0.1836826401136582
2019-01-22,5858.7998046875,5890.39990234375,5851.2998046875,5890.39990234375,361000.0,-0.5364677811378615
2019-01-23,5843.7001953125,5862.0,5831.39990234375,5858.7998046875,518400.0,-0.2577253000336177
2019-01-24,5865.7001953125,5865.7001953125,5839.7001953125,5844.39990234375,540700.0,0.3764737968187992
2019-01-25,5905.60009765625,5915.2001953125,5864.0,5865.7001953125,658300.0,0.6802240314913277
2019-01-29,5874.2001953125,5907.60009765625,5861.60009765625,5905.60009765625,705600.0,-0.53169706421895
2019-01-30,5886.7001953125,5912.39990234375,5865.89990234375,5874.2001953125,684700.0,0.2127949267029638
2019-01-31,5864.7001953125,5912.60009765625,5864.7001953125,5886.7001953125,947600.0,-0.373723805698789
2019-02-01,5862.7998046875,5881.60009765625,5857.39990234375,5864.7001953125,723800.0,-0.0324038836037821
2019-02-04,5891.2001953125,5899.2001953125,5848.89990234375,5862.7998046875,604200.0,0.4844168583463037
2019-02-05,6005.89990234375,6039.2001953125,5891.2001953125,5891.2001953125,736600.0,1.946966716943588
2019-02-06,6026.10009765625,6042.5,5990.5,6005.89990234375,582200.0,0.3363391938086879
