date,open,high,low,close,volume,Name,returns,gain,loss,RSI,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,compound,negative,neutral,positive
2013-04-23,57.7128,58.3401,56.9728,58.0185,160760747,AAPL,0.018711986065654385,0.018711986065654385,0.0,37.07760215498714,58.94141967705211,60.628500384438354,-1.6870807073862437,-1.2914528544688322,-0.39562785291741154,-0.31132400000000005,0.21860000000000002,0.7462399999999999,0.03516
2013-04-24,56.2199,59.3214,56.0714,57.9231,242387530,AAPL,-0.0016443031102149064,0.0,0.0016443031102149064,38.47545649452776,58.784755111351785,60.42810035596143,-1.6433452446096481,-1.3618313324969955,-0.28151391211265264,-0.191616,0.1328,0.8135199999999998,0.053680000000000005
2013-04-25,58.7464,59.1342,58.1428,58.3399,95984896,AAPL,0.007195747465173596,0.007195747465173596,0.0,42.42208961265862,58.71631586345151,60.27341884811244,-1.5571029846609292,-1.4008856629297823,-0.15621732173114689,-0.18063600000000005,0.12892,0.8108399999999999,0.06027999999999999
2013-04-26,58.5442,59.8241,58.3214,59.6007,191006032,AAPL,0.021611281472885713,0.021611281472885713,0.0,46.05651412967179,58.852374961382054,60.22358782232634,-1.3712128609442829,-1.3949511025326826,0.023738241588399767,-0.36198800000000003,0.18972,0.7571599999999999,0.05312
2013-04-29,60.0642,61.9452,59.9999,61.4457,159958876,AAPL,0.03095601226160083,0.03095601226160083,0.0,52.13127294899803,59.25134804424635,60.314114650302166,-1.062766606055817,-1.3285142032373096,0.26574759718149266,-0.37101200000000006,0.2084,0.7568,0.0348
2013-04-30,62.1571,63.6071,61.7242,63.2542,172737600,AAPL,0.029432490800820776,0.029432490800820776,0.0,53.745462839368564,59.8671714220546,60.53189875027978,-0.6647273282251831,-1.1957568282348843,0.5310295000097012,-0.140144,0.15928000000000003,0.7558399999999998,0.08492000000000001
2013-05-01,63.4942,63.5614,62.0557,62.7557,126720237,AAPL,-0.007880899608247338,0.0,0.007880899608247338,52.807276261985116,60.31156043404619,60.696624768777575,-0.385064334731382,-1.0336183295341839,0.6485539948028018,-0.182252,0.13544,0.8152800000000002,0.04932
2013-05-02,63.1114,64.0842,62.9471,63.6457,105449078,AAPL,0.014181978688788455,0.014181978688788455,0.0,57.22174476063777,60.82450498265447,60.91507478590516,-0.09056980325069475,-0.845008624277486,0.7544388210267913,-0.34681599999999996,0.19515999999999994,0.75224,0.0526
2013-05-03,64.4728,64.7471,64.1642,64.2828,90319201,AAPL,0.010010102803488685,0.010010102803488685,0.0,63.880436330924475,61.3565503699384,61.16453591287515,0.1920144570632445,-0.63760400800934,0.8296184650725845,-0.22400000000000003,0.18104000000000003,0.7535999999999998,0.06536
2013-05-06,65.1014,66.0285,64.9014,65.8156,124017747,AAPL,0.023844636512410977,0.023844636512410977,0.0,65.02619926235462,62.04255800533249,61.5090591785881,0.5334988267443848,-0.40338344105859514,0.9368822678029799,-0.25876,0.19324000000000005,0.7027599999999999,0.10404
2013-05-07,66.4242,66.5356,64.8142,65.5225,120499960,AAPL,-0.004453351485058432,0.0,0.004453351485058432,79.87440930923114,62.5779336968198,61.80635109128528,0.771582605534519,-0.1683902317399723,0.9399728372744913,-0.25988799999999995,0.17215999999999998,0.7696800000000001,0.058159999999999996
2013-05-08,65.5771,66.4814,65.1156,66.2628,118010781,AAPL,0.011298408943492877,0.011298408943492877,0.0,91.3293552377772,63.14483620500137,62.136458417856744,1.0083777871446244,0.06696337203694705,0.9414144151076774,-0.19602,0.16079999999999997,0.7717599999999999,0.0674
2013-05-09,65.6871,66.1428,65.0828,65.2528,99555337,AAPL,-0.015242338084113682,0.0,0.015242338084113682,86.55322511369796,63.46913832730885,62.36729853505254,1.1018397922563068,0.273938656080819,0.8279011361754878,-0.31285999999999997,0.19491999999999998,0.7482799999999998,0.056760000000000005
2013-05-10,65.4242,65.6728,64.3542,64.7099,83631828,AAPL,-0.008319949488757361,0.0,0.008319949488757361,81.66803272826434,63.6600247384921,62.5408245694931,1.1192001689990008,0.44299095866445537,0.6762092103345454,-0.16738399999999995,0.17628,0.73084,0.09292
2013-05-13,64.5014,65.4142,64.4999,64.9628,79220953,AAPL,0.003908211881025858,0.003908211881025858,0.0,80.23955228617902,63.860451701801004,62.72023015693805,1.1402215448629534,0.5824370759041549,0.5577844689587984,-0.38946,0.22292000000000006,0.74268,0.0344
2013-05-14,64.8356,65.0285,63.1642,63.4085,111647130,AAPL,-0.023926000726569696,0.0,0.023926000726569696,71.81657309726864,63.790920670754694,62.77121310827597,1.0197075624787217,0.6698911732190683,0.3498163892596534,-0.12913200000000002,0.15795999999999996,0.7641600000000001,0.07788
2013-05-15,62.7371,62.9999,60.3371,61.2642,185278968,AAPL,-0.03381723270539427,0.0,0.03381723270539427,60.80097241086075,63.40219441371551,62.65958250766293,0.7426119060525807,0.6844353197857709,0.05817658626680977,-0.222272,0.1288,0.8173999999999999,0.05380000000000001
2013-05-16,60.4628,62.5499,59.8428,62.0825,150794546,AAPL,0.013356903379134977,0.013356903379134977,0.0,59.39800803195629,63.199164503913124,62.616835655243456,0.5823288486696683,0.6640140255625504,-0.08168517689288213,-0.29259199999999996,0.15300000000000002,0.8125999999999999,0.0344
2013-05-17,62.7214,62.8699,61.5728,61.8942,106973181,AAPL,-0.003033060846454383,0.0,0.003033060846454383,52.30874273741025,62.998400734080334,62.56330708818838,0.43509364589195343,0.618229949628431,-0.1831363037364776,-0.348532,0.21004,0.7384800000000001,0.05151999999999999
2013-05-20,61.7014,63.6857,61.4428,63.2757,112681030,AAPL,0.02232034665606797,0.02232034665606797,0.0,50.5745990583491,63.04106215960644,62.616076933507756,0.42498522609868417,0.5795810049224817,-0.1545957788237975,-0.14216,0.096,0.8696799999999999,0.03432
2013-05-21,62.5928,63.6399,62.0285,62.8085,113921367,AAPL,-0.007383561145905881,0.0,0.007383561145905881,50.70352370356876,63.00528336582083,62.63033049398866,0.3749528718321713,0.5386553783044197,-0.16370250647224838,-0.08688799999999999,0.09948,0.8544799999999999,0.04604
2013-05-22,63.4357,64.0499,62.6028,63.0505,110727309,AAPL,0.003852981682415546,0.003852981682415546,0.0,47.947712773299536,63.012239771079166,62.661454161100615,0.35078560997855135,0.501081424639246,-0.15029581466069464,-0.272428,0.21675999999999998,0.71628,0.06696
2013-05-23,62.2785,63.7371,62.2557,63.1628,88244695,AAPL,0.0017811119658051044,0.0017811119658051044,0.0,45.521393437240604,63.03540288322083,62.698590889907976,0.3368119933128568,0.4682275383739682,-0.13141554506111136,-0.3832519999999999,0.25367999999999996,0.6875199999999999,0.05868
2013-05-24,62.9785,63.6657,62.9085,63.5928,69036716,AAPL,0.006807804593843114,0.006807804593843114,0.0,39.702362024498896,63.12115628580224,62.764828601766645,0.3563276840355982,0.44584756750629423,-0.089519883470696,-0.145908,0.13127999999999998,0.8077200000000001,0.06112
2013-05-28,64.2714,64.4442,62.9785,63.0627,96404189,AAPL,-0.008335849341434831,0.0,0.008335849341434831,38.758912479120355,63.11216301106344,62.78689314978393,0.32526986127950863,0.4217320262609371,-0.09646216498142846,-0.3796,0.17812000000000006,0.7902799999999999,0.031560000000000005
2013-05-29,62.8571,63.9285,62.7714,63.5642,82641944,AAPL,0.007952402925976765,0.007952402925976765,0.0,37.4785080719065,63.18170716320752,62.84447143498512,0.337235728222403,0.4048327666532303,-0.06759703843082732,-0.176404,0.15187999999999996,0.7764,0.07168000000000001
2013-05-30,63.6642,64.9285,63.5014,64.5114,88379522,AAPL,0.014901469695205671,0.014901469695205671,0.0,46.88960077445753,63.38627529194483,62.96794762498622,0.4183276669586036,0.407531746714305,0.010795920244298596,-0.357332,0.18816,0.7769600000000001,0.03492
2013-05-31,64.6428,65.2999,64.2142,64.2478,95832240,AAPL,-0.004086099511094066,0.0,0.004086099511094066,48.166583000912084,63.518817554722546,63.06275150461687,0.4560660501056759,0.4172386073925792,0.03882744271309674,-0.19837600000000002,0.19023999999999996,0.7409200000000001,0.06888
2013-06-03,64.3899,64.6228,63.2114,64.3885,92926932,AAPL,0.0021899582553799313,0.0021899582553799313,0.0,47.58729208319158,63.652614853996,63.16095509686747,0.4916597571285308,0.4321228373397695,0.0595369197887613,-0.40678,0.23128000000000004,0.72444,0.04436000000000001
2013-06-04,64.7456,64.9185,63.9128,64.1871,72860221,AAPL,-0.0031278877439293584,0.0,0.0031278877439293584,55.03182509743453,63.734843337996615,63.23696583043284,0.49787750756377847,0.4452737713845713,0.05260373617920716,-0.07862799999999999,0.13168,0.7870400000000001,0.08132
2013-06-05,63.6642,64.3885,63.3871,63.5871,72545760,AAPL,-0.009347672663198692,0.0,0.009347672663198692,67.44554577468355,63.712113593689445,63.262901694845226,0.44921189884421864,0.4460613968765008,0.0031505019677178225,-0.2851200000000001,0.2086,0.7410800000000001,0.050280000000000005
2013-06-06,63.6385,63.8571,62.0071,62.6371,104230322,AAPL,-0.014940137229092154,0.0,0.014940137229092154,54.33935008934023,63.54672688696799,63.21654601374558,0.3301808732224103,0.42288529214568277,-0.09270441892327247,-0.22693599999999992,0.18692000000000003,0.72576,0.08732
2013-06-07,62.3571,63.3199,61.8242,63.1158,101120551,AAPL,0.007642435553370186,0.007642435553370186,0.0,58.81981044184188,63.48043044281906,63.20908334606072,0.27134709675834046,0.39257765306821435,-0.1212305563098739,-0.12237199999999998,0.13656,0.7824,0.08104000000000001
2013-06-10,63.5328,64.1541,62.3999,62.6985,112522179,AAPL,-0.006611656669169963,0.0,0.006611656669169963,45.60195577899892,63.36013345161613,63.17126235746363,0.18887109415249625,0.35183634128507074,-0.1629652471325745,-0.03488000000000001,0.09348000000000001,0.8178799999999999,0.0886
2013-06-11,62.2485,63.2514,61.9028,62.5142,71526560,AAPL,-0.0029394642615054867,0.0,0.0029394642615054867,47.74611667287974,63.229989843675185,63.12259107172559,0.10739877194959746,0.30294882741797613,-0.19555005546837867,-0.035415999999999996,0.08924,0.85,0.06076000000000001
2013-06-12,62.7857,63.0357,61.6428,61.7414,66295887,AAPL,-0.01236199135556404,0.0,0.01236199135556404,40.06290287925843,63.000976021571304,63.02028062196814,-0.019304600396836236,0.23849814185501367,-0.2578027422518499,-0.29133200000000004,0.15207999999999997,0.81892,0.02904
2013-06-13,61.7857,62.4485,61.2499,62.2807,71456693,AAPL,0.008734819748175582,0.008734819748175582,0.0,43.85255906036229,62.89016432594495,62.96549687219272,-0.07533254624777186,0.17573200423445656,-0.2510645504822284,-0.087836,0.13759999999999997,0.7857199999999999,0.07671999999999998
2013-06-14,62.1999,62.3271,61.2142,61.4357,67962419,AAPL,-0.013567606015988942,0.0,0.013567606015988942,35.48165237566266,62.666400583491885,62.85217858536363,-0.1857780018717463,0.103430003013216,-0.28920800488496234,-0.19954400000000003,0.17840000000000003,0.76288,0.05872
2013-06-17,61.6342,62.2428,61.4802,61.7142,64818670,AAPL,0.004533194868781454,0.004533194868781454,0.0,40.69026435360356,62.5199081860316,62.7678838753367,-0.2479756893051004,0.03314886454955273,-0.2811245538546531,-0.16506800000000002,0.12544,0.82396,0.050600000000000006
2013-06-18,61.6514,62.1285,61.4585,61.6814,48753768,AAPL,-0.0005314822196512692,0.0,0.0005314822196512692,36.015317919084076,62.390906926642124,62.68740358827473,-0.29649666163260235,-0.03278024068687829,-0.26371642094572406,-0.27402000000000004,0.15180000000000002,0.8258000000000001,0.02244
2013-06-19,61.6285,61.6657,60.4285,60.4285,77715057,AAPL,-0.020312444270071617,0.0,0.020312444270071617,20.824902491778985,62.08899816869719,62.520077396550676,-0.4310792278534876,-0.11244003812020016,-0.3186391897332875,-0.26624,0.15764,0.7958000000000003,0.0466
2013-06-20,59.8999,60.8542,59.3099,59.5482,89327210,AAPL,-0.014567629512564406,0.0,0.014567629512564406,19.027029564173347,61.698106142743775,62.29993833013951,-0.6018321873957362,-0.21031846797530737,-0.3915137194204288,-0.19803200000000004,0.18264000000000002,0.7257999999999999,0.09151999999999999
2013-06-21,59.7842,59.9999,58.3,59.0714,120286768,AAPL,-0.008006959068452169,0.0,0.008006959068452169,16.435753602359057,61.29399750539858,62.06078734272177,-0.7667898373231878,-0.32161274184488353,-0.4451770954783043,-0.23235999999999998,0.14692000000000002,0.8096,0.0434
2013-06-24,58.1999,58.3799,56.8642,57.5057,120104964,AAPL,-0.026505212336257467,0.0,0.026505212336257467,13.884511611634409,60.71118250456803,61.723373465483114,-1.0121909609150848,-0.45972838565892377,-0.5524625752561609,-0.29037999999999997,0.20515999999999998,0.75028,0.04452
2013-06-25,57.9571,58.2557,56.9757,57.5185,78534687,AAPL,0.00022258663054275374,0.00022258663054275374,0.0,14.937370899954715,60.22000058078834,61.41190135692881,-1.1919007761404714,-0.6061628637552333,-0.5857379123852381,-0.142468,0.14564,0.78688,0.06735999999999999
2013-06-26,57.6999,57.8271,56.5228,56.8671,91924994,AAPL,-0.011325051939810704,0.0,0.011325051939810704,15.32906448092966,59.70416972220551,61.075249404563706,-1.371079682358193,-0.7591462274758253,-0.6119334548823677,-0.07662800000000002,0.11164,0.8169200000000001,0.07132
2013-06-27,57.0357,57.3414,56.2199,56.2542,84297955,AAPL,-0.01077776077907966,0.0,0.01077776077907966,9.56794754086107,59.17340514955851,60.718134633855286,-1.5447294842967736,-0.9162628788400151,-0.6284666054567585,-0.098308,0.11444000000000001,0.8315600000000001,0.054000000000000006
2013-06-28,55.9085,57.1814,55.5528,56.6471,144619734,AAPL,0.00698436738945718,0.00698436738945718,0.0,14.483190228077603,58.7847428188572,60.41657651282897,-1.631833693971771,-1.0593770418663664,-0.5724566521054046,-0.22654399999999997,0.15088000000000001,0.76932,0.07976000000000001
2013-07-01,57.5271,58.8957,57.3171,58.4599,97743408,AAPL,0.03200163821272395,0.03200163821272395,0.0,30.790214081633025,58.73476700057147,60.27163751187868,-1.5368705113072068,-1.1548757357545345,-0.38199477555267225,-0.049199999999999994,0.13671999999999998,0.79676,0.06652
