Feature,Importance
roll_std5,0.15572481360693563
return_lag1,0.15284834832449232
return_lag2,0.1488408557202177
roll_mean5,0.13819315332011203
price_lag3,0.13641411912594475
price_lag2,0.13413194069343337
price_lag1,0.13384676920886418
