date,compound,negative,neutral,positive
2008-12-12,-0.35868,0.24244000000000004,0.7326000000000001,0.02504
2008-12-15,-0.10331199999999999,0.09896,0.8362400000000001,0.0648
2008-12-16,-0.20338799999999999,0.13928,0.8077999999999999,0.052919999999999995
2008-12-17,-0.11896400000000001,0.14668,0.7819200000000001,0.07144
2008-12-18,-0.18080399999999996,0.15776,0.8005199999999999,0.041639999999999996
2008-12-19,-0.23329199999999997,0.14928000000000002,0.8223599999999999,0.02836
2008-12-22,-0.308236,0.21252000000000001,0.7352799999999999,0.052199999999999996
2008-12-23,-0.08899599999999999,0.12464,0.792,0.08335999999999999
2008-12-24,-0.110384,0.15852,0.7500799999999999,0.09136
2008-12-26,-0.205348,0.15852,0.79404,0.047400000000000005
2008-12-29,-0.15908,0.17708,0.7514400000000001,0.07148
2008-12-30,-0.20331599999999997,0.17944,0.7303999999999999,0.09016
2008-12-31,-0.19352800000000003,0.1472,0.7976399999999999,0.055200000000000006
2009-01-02,-0.20855600000000002,0.18356000000000006,0.77176,0.04468000000000001
2009-01-05,-0.295028,0.18468,0.77752,0.0378
2009-01-06,-0.157892,0.15664,0.7862800000000001,0.05704
2009-01-07,-0.31671200000000005,0.17951999999999999,0.78104,0.03948
2009-01-08,-0.35860800000000004,0.18888000000000002,0.7997999999999998,0.011320000000000002
2009-01-09,-0.2869,0.16688000000000003,0.8057999999999998,0.02744
2009-01-12,-0.23771599999999998,0.1474,0.80472,0.047880000000000006
2009-01-13,-0.266252,0.17296,0.7853599999999998,0.04168
2009-01-14,-0.27012400000000003,0.17507999999999999,0.7739999999999999,0.05088
2009-01-15,-0.129944,0.13152,0.8134799999999998,0.05496
2009-01-16,-0.35970799999999997,0.20724000000000004,0.7540400000000002,0.03864
2009-01-20,-0.3658039999999999,0.23071999999999995,0.7195200000000002,0.04975999999999999
2009-01-21,-0.18386400000000003,0.14264,0.78148,0.07583999999999999
2009-01-22,-0.155804,0.15636,0.8006800000000003,0.04292000000000001
2009-01-23,-0.240384,0.2014,0.7342000000000002,0.0644
2009-01-26,-0.27156,0.20504,0.7374799999999999,0.05748
2009-01-27,-0.28633600000000003,0.18352000000000004,0.7727599999999998,0.04375999999999999
2009-01-28,-0.20825600000000002,0.16776,0.7815599999999999,0.050679999999999996
2009-01-29,-0.149564,0.12052000000000002,0.8427199999999999,0.0368
2009-01-30,-0.12922,0.11100000000000002,0.8271200000000002,0.061880000000000004
2009-02-02,-0.09332000000000003,0.13624,0.7874800000000002,0.07628
2009-02-03,-0.13671999999999998,0.1346,0.8180399999999999,0.04732
2009-02-04,-0.24785599999999997,0.18248,0.76016,0.057359999999999994
2009-02-05,-0.07335599999999999,0.14400000000000002,0.7581200000000001,0.09787999999999998
2009-02-06,-0.19848799999999997,0.14352,0.8102800000000001,0.04616000000000001
2009-02-09,-0.34040000000000004,0.20196000000000003,0.7716800000000003,0.02628
2009-02-10,-0.26094,0.21119999999999997,0.73244,0.05636000000000001
2009-02-11,-0.22342800000000002,0.1644,0.7749199999999999,0.06060000000000001
2009-02-12,-0.21364399999999997,0.13716,0.8163999999999999,0.046400000000000004
2009-02-13,-0.183296,0.13427999999999998,0.81792,0.0478
2009-02-17,-0.322396,0.18156000000000003,0.8027200000000001,0.01568
2009-02-18,-0.144168,0.13956000000000002,0.7896800000000002,0.07084
2009-02-19,-0.148992,0.15676,0.7745200000000001,0.06872
2009-02-20,-0.23210800000000004,0.20767999999999998,0.7393599999999999,0.05296
2009-02-23,-0.19520400000000002,0.14832,0.7980399999999999,0.05363999999999999
2009-02-24,-0.15852,0.1522,0.7759999999999998,0.07176
2009-02-25,-0.2723360000000001,0.1668,0.7715599999999999,0.061720000000000004
2009-02-26,-0.191632,0.14672,0.7938399999999999,0.059359999999999996
2009-02-27,-0.212972,0.14824,0.8032,0.048560000000000006
2009-03-02,-0.207668,0.14572000000000002,0.82176,0.03256
2009-03-03,-0.243072,0.17412,0.7598400000000001,0.06604
2009-03-04,-0.39206399999999986,0.23972000000000002,0.71148,0.048799999999999996
2009-03-05,-0.23576,0.13520000000000001,0.81444,0.050359999999999995
2009-03-06,-0.21498,0.15384,0.80436,0.04176
2009-03-09,-0.147672,0.16716,0.7736400000000002,0.059239999999999994
2009-03-10,-0.17714399999999997,0.13792000000000004,0.79932,0.06276
2009-03-11,-0.40072399999999997,0.27707999999999994,0.6843999999999998,0.03852
2009-03-12,-0.250756,0.17368000000000003,0.7632400000000001,0.06308
2009-03-13,-0.10231600000000002,0.08308,0.8618399999999999,0.05508
2009-03-16,-0.22007200000000002,0.13335999999999998,0.81804,0.048600000000000004
2009-03-17,-0.37061600000000006,0.24196,0.71492,0.043120000000000006
2009-03-18,-0.327672,0.21588000000000002,0.73676,0.047279999999999996
2009-03-19,-0.24701999999999993,0.19028000000000006,0.7391999999999999,0.07052
2009-03-20,-0.3524400000000001,0.19147999999999998,0.7810400000000002,0.02744
2009-03-23,-0.21928800000000004,0.1912,0.74768,0.06108
2009-03-24,-0.330128,0.18500000000000003,0.7683999999999999,0.046599999999999996
2009-03-25,-0.279208,0.19716,0.76244,0.040440000000000004
2009-03-26,-0.30964800000000003,0.21192,0.73588,0.052199999999999996
2009-03-27,-0.21240400000000004,0.17508,0.7373200000000001,0.08759999999999998
2009-03-30,-0.21726399999999998,0.13863999999999999,0.8467999999999998,0.01456
2009-03-31,-0.20076,0.15532,0.7844800000000001,0.06028000000000001
2009-04-01,-0.1152,0.11468,0.83068,0.05464
2009-04-02,-0.251776,0.20664000000000002,0.73384,0.05952000000000001
2009-04-03,-0.143048,0.10884,0.8515600000000001,0.039639999999999995
2009-04-06,-0.232132,0.17512000000000005,0.75952,0.06536
2009-04-07,-0.285024,0.15780000000000002,0.8042800000000001,0.037919999999999995
2009-04-08,-0.099176,0.11864000000000002,0.8309600000000001,0.05044
2009-04-09,-0.28542000000000006,0.16868000000000002,0.8021600000000002,0.029120000000000004
2009-04-13,-0.21503200000000003,0.16451999999999997,0.7953200000000001,0.04019999999999999
2009-04-14,-0.2425,0.13312000000000002,0.8351199999999999,0.031760000000000004
2009-04-15,-0.21493200000000004,0.14024,0.8052400000000003,0.05448
2009-04-16,-0.254268,0.16528,0.7826000000000001,0.05215999999999999
2009-04-17,-0.235008,0.19196,0.7194000000000002,0.0886
2009-04-20,-0.20922000000000004,0.13508000000000003,0.82024,0.044640000000000006
2009-04-21,-0.13855599999999998,0.12944,0.7913599999999998,0.07916
2009-04-22,-0.15181999999999998,0.12427999999999999,0.8363200000000001,0.0394
2009-04-23,-0.125308,0.13884,0.78776,0.07348
2009-04-24,-0.17418,0.15452000000000002,0.7766399999999998,0.06888
2009-04-27,-0.129836,0.10851999999999999,0.84852,0.04292000000000001
2009-04-28,-0.24904000000000007,0.20548000000000002,0.7422000000000001,0.05228
2009-04-29,-0.07959999999999999,0.09295999999999999,0.84848,0.05856000000000001
2009-04-30,-0.3023,0.18411999999999998,0.78096,0.03488
2009-05-01,-0.224804,0.13092,0.8226399999999998,0.046479999999999994
2009-05-04,-0.19627600000000003,0.14259999999999998,0.80188,0.05552000000000001
2009-05-05,-0.314132,0.20979999999999996,0.7445999999999999,0.045599999999999995
2009-05-06,-0.229624,0.1978,0.7227599999999998,0.07936
2009-05-07,-0.14178,0.11384,0.8555200000000001,0.030679999999999995
2009-05-08,-0.20993200000000006,0.16588,0.7691599999999998,0.06496
2009-05-11,-0.201596,0.15935999999999997,0.7746,0.06604
2009-05-12,-0.15858399999999997,0.14759999999999998,0.7805199999999999,0.07192000000000001
2009-05-13,-0.144572,0.15764,0.74996,0.0924
2009-05-14,-0.32522799999999996,0.19887999999999997,0.7657200000000001,0.03544
2009-05-15,-0.05213999999999999,0.11203999999999999,0.8208399999999999,0.06712
2009-05-18,-0.21758000000000002,0.17768,0.7708800000000001,0.05148
2009-05-19,-0.163692,0.12784,0.8235199999999999,0.048679999999999994
2009-05-20,-0.406652,0.19899999999999998,0.77464,0.026319999999999996
2009-05-21,-0.278124,0.17668,0.7982800000000002,0.02492
2009-05-22,-0.2586800000000001,0.21332,0.7094799999999999,0.07715999999999999
2009-05-26,-0.10900800000000002,0.1134,0.8360000000000001,0.05064
2009-05-27,-0.10889199999999999,0.12160000000000001,0.8156000000000002,0.06276
2009-05-28,-0.18806,0.17276000000000002,0.7681600000000001,0.059079999999999994
2009-05-29,-0.19996000000000003,0.12848000000000004,0.8231999999999998,0.04836
2009-06-01,-0.16752000000000003,0.13768,0.8066000000000001,0.05567999999999999
2009-06-02,-0.09127199999999998,0.08512,0.8563200000000001,0.05856
2009-06-03,-0.126216,0.11440000000000002,0.8266800000000001,0.05892
2009-06-04,-0.06852799999999998,0.10744000000000002,0.82304,0.06951999999999998
2009-06-05,-0.016844,0.07536,0.86576,0.05888
2009-06-08,-0.19879599999999997,0.16771999999999998,0.76548,0.06684
2009-06-09,-0.363392,0.22427999999999998,0.74508,0.030680000000000006
2009-06-10,-0.176372,0.11888,0.8273999999999999,0.053680000000000005
2009-06-11,-0.121344,0.1346,0.7811599999999999,0.08416
2009-06-12,-0.15014399999999997,0.1252,0.8215199999999999,0.05323999999999999
2009-06-15,-0.28173600000000004,0.17371999999999999,0.8024,0.02392
2009-06-16,-0.21048000000000003,0.18688,0.75056,0.0626
2009-06-17,-0.181996,0.11964000000000001,0.83068,0.04956000000000001
2009-06-18,-0.19994,0.13795999999999997,0.7970799999999998,0.06495999999999999
2009-06-19,-0.22408000000000006,0.18356000000000003,0.74164,0.07476000000000001
2009-06-22,0.031100000000000003,0.0818,0.80768,0.11047999999999998
2009-06-23,-0.30379600000000007,0.20343999999999998,0.7365999999999999,0.05988
2009-06-24,-0.28939200000000004,0.17203999999999997,0.77184,0.05604
2009-06-25,-0.06360400000000001,0.1334,0.76044,0.10620000000000003
2009-06-26,-0.275308,0.15324,0.7981200000000002,0.04868
2009-06-29,-0.257296,0.16248,0.8099599999999999,0.02756
2009-06-30,-0.10240800000000004,0.17444000000000004,0.7202,0.10532
2009-07-01,-0.134388,0.08736,0.8664400000000001,0.0462
2009-07-02,-0.13131199999999996,0.16771999999999998,0.7741199999999999,0.05811999999999999
2009-07-06,-0.394604,0.25716,0.7019999999999998,0.040839999999999994
2009-07-07,-0.3360040000000001,0.21815999999999997,0.74092,0.04092
2009-07-08,-0.24697999999999998,0.16872,0.76464,0.06656000000000001
2009-07-09,-0.29266800000000004,0.15847999999999998,0.80232,0.03915999999999999
2009-07-10,-0.35484799999999994,0.21511999999999998,0.7584000000000001,0.02648
2009-07-13,-0.23301599999999997,0.13983999999999996,0.807,0.053079999999999995
2009-07-14,-0.36476,0.251,0.71248,0.0366
2009-07-15,-0.409928,0.24015999999999996,0.7007599999999999,0.05908
2009-07-16,-0.20946399999999998,0.13652,0.7884399999999999,0.07508
2009-07-17,-0.28117999999999993,0.18100000000000002,0.75848,0.06056
2009-07-20,-0.1411,0.15172,0.7764000000000002,0.07188
2009-07-21,-0.15030400000000005,0.09436,0.87176,0.03388
2009-07-22,-0.08945600000000002,0.10624000000000003,0.8320799999999999,0.06168
2009-07-23,-0.26902799999999993,0.1684,0.7856799999999997,0.045880000000000004
2009-07-24,-0.126372,0.10900000000000003,0.83756,0.05344
2009-07-27,-0.22317600000000007,0.18992,0.7399199999999999,0.07012
2009-07-28,-0.29706399999999994,0.1812,0.75312,0.06572000000000001
2009-07-29,-0.238476,0.15544,0.7773599999999999,0.06727999999999999
2009-07-30,-0.26360799999999995,0.18564,0.7583199999999999,0.05608
2009-07-31,-0.194492,0.1436,0.7650800000000001,0.09127999999999999
2009-08-03,-0.06262399999999997,0.08148000000000001,0.85568,0.06296
2009-08-04,-0.25148,0.13656000000000001,0.8384800000000001,0.02496
2009-08-05,-0.185108,0.13332,0.82292,0.04372
2009-08-06,-0.09654800000000002,0.08936000000000002,0.8614399999999999,0.049240000000000006
2009-08-07,-0.31539199999999995,0.19827999999999996,0.73708,0.06463999999999999
2009-08-10,-0.22680000000000003,0.14279999999999998,0.8080799999999999,0.04912
2009-08-11,-0.240092,0.17623999999999998,0.7701599999999997,0.05356000000000002
2009-08-12,-0.053040000000000004,0.09748,0.8462000000000001,0.0562
2009-08-13,-0.18525199999999997,0.09472,0.8518400000000002,0.053439999999999994
2009-08-14,-0.14166,0.11948,0.83288,0.04759999999999999
2009-08-17,-0.31020800000000004,0.21015999999999999,0.7466399999999999,0.0432
2009-08-18,-0.126284,0.11344,0.82748,0.059120000000000006
2009-08-19,-0.198036,0.1444,0.79196,0.06356
2009-08-20,-0.102944,0.10251999999999999,0.8220000000000002,0.07547999999999998
2009-08-21,-0.36784799999999995,0.18364,0.7548,0.06144
2009-08-24,-0.156252,0.11332,0.83064,0.05608
2009-08-25,-0.15172800000000003,0.12399999999999999,0.8131999999999999,0.06287999999999999
2009-08-26,-0.15418800000000002,0.15736,0.7752800000000002,0.06736
2009-08-27,-0.266856,0.15768000000000001,0.77952,0.06296
2009-08-28,-0.119892,0.13,0.8073200000000001,0.06264
2009-08-31,-0.229388,0.165,0.7775200000000001,0.057479999999999996
2009-09-01,-0.18606,0.1,0.8563200000000001,0.043680000000000004
2009-09-02,-0.15025600000000006,0.17120000000000002,0.7286000000000001,0.10012
2009-09-03,-0.183048,0.15532,0.7953600000000002,0.04932
2009-09-04,-0.20624400000000004,0.1562,0.79192,0.051879999999999996
2009-09-08,-0.17462399999999995,0.15280000000000005,0.7860799999999999,0.06112
2009-09-09,-0.17055199999999998,0.1104,0.83884,0.050760000000000007
2009-09-10,-0.207284,0.09972000000000002,0.8503599999999999,0.04992
2009-09-11,-0.14551999999999998,0.14376,0.7793599999999999,0.07691999999999999
2009-09-14,-0.104208,0.09063999999999998,0.8266000000000001,0.08268
2009-09-15,0.05947272727272726,0.08559090909090909,0.805,0.10936363636363634
2009-09-16,-0.07563200000000005,0.11284,0.8346399999999998,0.05256000000000001
2009-09-17,-0.370984,0.17748,0.7727999999999998,0.04976
2009-09-18,-0.152304,0.13152,0.77884,0.08956
2009-09-21,-0.15349200000000002,0.15111999999999998,0.8171600000000001,0.03172
2009-09-22,-0.185048,0.15504000000000004,0.7489999999999999,0.096
2009-09-23,-0.141912,0.14312000000000002,0.77764,0.07928
2009-09-24,-0.184772,0.11376000000000001,0.8204400000000001,0.06572000000000001
2009-09-25,-0.042492,0.10288000000000003,0.8200799999999999,0.07704000000000001
2009-09-28,-0.07127599999999999,0.1328,0.76216,0.10504000000000001
2009-09-29,-0.24003199999999997,0.16247999999999999,0.7493199999999999,0.08816
2009-09-30,-0.25604000000000005,0.16908,0.7880800000000001,0.042800000000000005
2009-10-01,-0.18206399999999998,0.14672000000000002,0.7846800000000002,0.06863999999999999
2009-10-02,-0.2671,0.16656,0.76708,0.06644000000000001
2009-10-05,-0.19962,0.15092000000000003,0.75848,0.09059999999999999
2009-10-06,-0.20597200000000002,0.14312,0.79364,0.06316
2009-10-07,-0.43537600000000004,0.24004000000000006,0.7001999999999999,0.05976000000000001
2009-10-08,-0.132212,0.13932,0.7785200000000002,0.08216
2009-10-09,-0.10649199999999999,0.10060000000000001,0.8247999999999999,0.07468
2009-10-12,-0.23008800000000001,0.11327999999999999,0.8499999999999999,0.036719999999999996
2009-10-13,-0.20521599999999998,0.20964,0.71844,0.07196
2009-10-14,-0.225684,0.1582,0.80428,0.03752
2009-10-15,-0.063588,0.12351999999999999,0.7702,0.10620000000000002
2009-10-16,-0.161652,0.12596,0.7944,0.07952
2009-10-19,-0.20172799999999996,0.12603999999999999,0.8049600000000001,0.06892000000000001
2009-10-20,0.058432,0.07504000000000001,0.8277599999999999,0.09716
2009-10-21,-0.08945600000000001,0.14324,0.794,0.06272
2009-10-22,-0.22054,0.16272000000000003,0.77504,0.0622
2009-10-23,-0.021396000000000012,0.10256,0.8309200000000003,0.06644
2009-10-26,-0.32480800000000004,0.18192,0.7570399999999999,0.061000000000000006
2009-10-27,-0.309616,0.16860000000000003,0.7787999999999999,0.0526
2009-10-28,-0.31535599999999997,0.20159999999999997,0.7191199999999999,0.07924
2009-10-29,-0.16450800000000002,0.11544,0.81656,0.068
2009-10-30,-0.17228000000000002,0.15824000000000002,0.7886000000000002,0.05308000000000001
2009-11-02,-0.074884,0.10927999999999999,0.8281999999999999,0.062439999999999996
2009-11-03,-0.148876,0.0978,0.85124,0.05088
2009-11-04,-0.149724,0.14264,0.79416,0.06323999999999999
2009-11-05,-0.28534399999999993,0.17744,0.7663199999999999,0.05616000000000001
2009-11-06,-0.184096,0.13884000000000002,0.80472,0.056440000000000004
2009-11-09,-0.03932400000000001,0.10592,0.8103200000000003,0.08376000000000001
2009-11-10,-0.18620400000000004,0.12871999999999997,0.8187199999999999,0.05252
2009-11-11,-0.072912,0.12348000000000002,0.7984799999999999,0.07796000000000002
2009-11-12,-0.23278400000000005,0.14916000000000001,0.8130400000000002,0.0378
2009-11-13,-0.19787200000000005,0.13760000000000003,0.8140800000000001,0.04836
2009-11-16,-0.31695599999999996,0.17016,0.7781199999999998,0.051719999999999995
2009-11-17,-0.102768,0.10844000000000001,0.7868400000000001,0.10472
2009-11-18,-0.234444,0.16188,0.8054799999999999,0.03256
2009-11-19,-0.126128,0.10807999999999998,0.80664,0.08524000000000001
2009-11-20,-0.3033640000000001,0.17652,0.7771999999999999,0.04624
2009-11-23,-0.4374480000000001,0.20588,0.78648,0.00764
2009-11-24,-0.351084,0.19612,0.76244,0.041440000000000005
2009-11-25,-0.182624,0.137,0.8167200000000001,0.04628
2009-11-27,-0.16746,0.13984000000000002,0.79744,0.06272
2009-11-30,-0.262452,0.1852,0.7709200000000002,0.043840000000000004
2009-12-01,-0.20958,0.17427999999999996,0.76192,0.06376
2009-12-02,-0.44135599999999997,0.20232,0.7792799999999999,0.01844
2009-12-03,-0.19730400000000003,0.16527999999999998,0.7710400000000002,0.0636
2009-12-04,-0.250304,0.15200000000000002,0.8335600000000001,0.01448
2009-12-07,-0.18614400000000003,0.17168000000000003,0.75972,0.06863999999999999
2009-12-08,-0.154384,0.1272,0.7997200000000002,0.07307999999999999
2009-12-09,-0.096072,0.1358,0.7757999999999999,0.08844000000000002
2009-12-10,-0.287848,0.1754,0.7614399999999998,0.0632
2009-12-11,-0.26224,0.20495999999999998,0.75492,0.04016
2009-12-14,-0.347292,0.2398,0.7038800000000001,0.05624
2009-12-15,-0.4147239999999999,0.23004000000000002,0.7141200000000001,0.0558
2009-12-16,-0.30613199999999996,0.16635999999999998,0.7737199999999999,0.05984
2009-12-17,-0.288408,0.16168,0.78468,0.0536
2009-12-18,-0.207956,0.17271999999999998,0.7356000000000001,0.09164000000000001
2009-12-21,-0.20236399999999996,0.17139999999999997,0.7718799999999998,0.056720000000000007
2009-12-22,-0.26275200000000004,0.15008000000000002,0.76008,0.0898
2009-12-23,-0.16096399999999997,0.1586,0.76772,0.07372
2009-12-24,-0.20315217391304347,0.13547826086956521,0.8085652173913043,0.05591304347826087
2009-12-28,-0.011207999999999997,0.10792,0.8011599999999999,0.09083999999999999
2009-12-29,-0.12360399999999999,0.109,0.8562799999999998,0.0348
2009-12-30,-0.36311199999999993,0.20120000000000005,0.7554,0.0434
2009-12-31,-0.346824,0.17072000000000004,0.7726799999999997,0.056600000000000004
2010-01-04,-0.14791599999999996,0.10428000000000001,0.84052,0.05507999999999999
2010-01-05,-0.30052799999999996,0.20156000000000002,0.7580800000000001,0.04035999999999999
2010-01-06,-0.36052799999999996,0.19164,0.75784,0.050519999999999995
2010-01-07,-0.05297200000000002,0.13076000000000002,0.7508,0.11832000000000001
2010-01-08,-0.35796,0.20632,0.7374,0.056319999999999995
2010-01-11,-0.29260400000000003,0.16148000000000004,0.78712,0.05135999999999999
2010-01-12,-0.27289199999999997,0.12992,0.8205600000000001,0.04955999999999999
2010-01-13,-0.229916,0.21095999999999995,0.7170799999999999,0.07192
2010-01-14,-0.18479999999999996,0.14684,0.7843600000000001,0.0688
2010-01-15,-0.143972,0.14356000000000002,0.80464,0.051800000000000006
2010-01-19,-0.22467999999999996,0.16407999999999998,0.78016,0.05576
2010-01-20,-0.061428,0.09472,0.8238000000000001,0.08156
2010-01-21,-0.2788320000000001,0.14288,0.80656,0.05052
2010-01-22,-0.16092800000000004,0.13528,0.802,0.06268
2010-01-25,-0.194524,0.11788,0.81888,0.06324
2010-01-26,-0.37852,0.18284000000000003,0.7842,0.032959999999999996
2010-01-27,-0.11537199999999999,0.10048,0.8281599999999999,0.07136
2010-01-28,-0.27877199999999996,0.15624000000000002,0.78164,0.062119999999999995
2010-01-29,-0.3483840000000001,0.19035999999999997,0.76408,0.04548
2010-02-01,-0.23544800000000005,0.13496,0.8269199999999998,0.03812
2010-02-02,-0.033519999999999994,0.11091999999999999,0.8093199999999999,0.07968
2010-02-03,-0.09400800000000001,0.10747999999999999,0.80212,0.09036
2010-02-04,-0.24234800000000004,0.14928,0.77896,0.07176
2010-02-05,0.0453,0.12427999999999997,0.76408,0.1116
2010-02-08,-0.226384,0.13939999999999997,0.8115600000000001,0.049
2010-02-09,-0.29864,0.14035999999999998,0.7936799999999999,0.06596
2010-02-10,-0.18372,0.15152000000000002,0.7730400000000002,0.07548
2010-02-11,-0.16074800000000003,0.139,0.78956,0.07148
2010-02-12,-0.25953200000000004,0.2412,0.6877199999999999,0.07107999999999999
2010-02-16,-0.37943600000000005,0.20176,0.7803600000000003,0.01792
2010-02-17,-0.2971040000000001,0.17496000000000003,0.7830000000000001,0.04208
