Date,Close,High,Low,Open,Volume
,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO
2018-03-22,5937.2001953125,5958.2998046875,5909.10009765625,5950.2998046875,0
2018-03-23,5820.7001953125,5937.2001953125,5808.10009765625,5937.2001953125,0
2018-03-26,5790.5,5820.7001953125,5773.2998046875,5820.7001953125,0
2018-03-27,5832.2998046875,5837.5,5790.5,5790.5,0
2018-03-28,5789.5,5832.2998046875,5781.60009765625,5832.2998046875,0
2018-03-29,5759.39990234375,5804.2998046875,5752.7001953125,5789.5,0
2018-04-03,5751.89990234375,5766.0,5724.7998046875,5759.39990234375,0
2018-04-04,5761.39990234375,5764.2998046875,5728.7998046875,5751.89990234375,0
2018-04-05,5788.7998046875,5806.0,5761.39990234375,5761.39990234375,0
2018-04-06,5788.7001953125,5799.2001953125,5761.89990234375,5788.7998046875,0
2018-04-09,5808.7001953125,5816.60009765625,5771.10009765625,5788.7001953125,0
2018-04-10,5857.0,5857.7998046875,5785.7001953125,5808.7001953125,0
2018-04-11,5828.7001953125,5864.0,5825.2998046875,5857.0,0
2018-04-12,5815.5,5837.89990234375,5801.5,5828.7001953125,0
2018-04-13,5829.10009765625,5844.7001953125,5815.5,5815.5,0
2018-04-16,5841.2998046875,5867.60009765625,5829.10009765625,5829.10009765625,0
2018-04-17,5841.5,5871.10009765625,5841.2998046875,5841.2998046875,0
2018-04-18,5861.39990234375,5864.7998046875,5841.5,5841.5,0
2018-04-19,5881.0,5902.89990234375,5861.39990234375,5861.39990234375,0
2018-04-20,5868.7998046875,5887.0,5862.7001953125,5881.0,0
2018-04-23,5886.0,5894.7001953125,5868.7998046875,5868.7998046875,0
2018-04-24,5921.60009765625,5928.7998046875,5879.60009765625,5886.0,0
2018-04-26,5910.7998046875,5938.7998046875,5903.10009765625,5921.60009765625,0
2018-04-27,5953.60009765625,5953.60009765625,5910.7998046875,5910.7998046875,0
2018-04-30,5982.7001953125,5991.10009765625,5945.60009765625,5953.60009765625,0
2018-05-01,6015.2001953125,6022.10009765625,5978.5,5982.7001953125,0
2018-05-02,6050.2001953125,6053.60009765625,6009.5,6015.2001953125,0
2018-05-03,6098.2998046875,6109.7001953125,6050.2001953125,6050.2001953125,0
2018-05-04,6062.89990234375,6109.7001953125,6061.2998046875,6098.2998046875,0
2018-05-07,6084.5,6110.2001953125,6063.2001953125,6063.2001953125,0
2018-05-08,6091.89990234375,6111.2001953125,6084.5,6084.5,0
2018-05-09,6108.0,6111.5,6083.2998046875,6091.89990234375,0
2018-05-10,6118.7001953125,6145.2001953125,6108.0,6108.0,0
2018-05-11,6116.2001953125,6140.89990234375,6116.2001953125,6118.7001953125,0
2018-05-14,6135.2998046875,6135.5,6109.2998046875,6116.2001953125,0
2018-05-15,6097.7998046875,6146.7998046875,6097.7998046875,6135.2998046875,0
2018-05-16,6107.0,6129.7001953125,6094.5,6097.7998046875,0
2018-05-17,6094.2998046875,6120.2001953125,6077.60009765625,6107.0,0
2018-05-18,6087.39990234375,6110.60009765625,6079.5,6094.2998046875,0
2018-05-21,6084.5,6094.89990234375,6070.2998046875,6087.39990234375,0
2018-05-22,6041.89990234375,6084.5,6028.5,6084.5,0
2018-05-23,6032.5,6056.60009765625,6026.10009765625,6041.89990234375,0
2018-05-24,6037.10009765625,6039.2998046875,6011.89990234375,6032.5,0
2018-05-25,6032.7998046875,6038.89990234375,6016.60009765625,6037.10009765625,0
2018-05-28,6004.0,6032.7998046875,5993.7998046875,6032.7998046875,0
2018-05-29,6013.60009765625,6025.2001953125,5995.60009765625,6004.0,0
2018-05-30,5984.7001953125,6013.60009765625,5964.10009765625,6013.60009765625,0
2018-05-31,6011.89990234375,6024.39990234375,5984.7001953125,5984.7001953125,0
2018-06-01,5990.39990234375,6011.89990234375,5972.0,6011.89990234375,0
2018-06-04,6025.5,6038.5,5990.39990234375,5990.39990234375,0
2018-06-05,5994.89990234375,6025.5,5982.2001953125,6025.5,0
2018-06-06,6025.10009765625,6026.10009765625,5994.89990234375,5994.89990234375,0
2018-06-07,6057.2998046875,6070.7001953125,6025.10009765625,6025.10009765625,0
2018-06-08,6045.2001953125,6060.7998046875,6041.39990234375,6057.2998046875,0
2018-06-12,6054.39990234375,6063.89990234375,6040.7998046875,6045.2001953125,0
2018-06-13,6023.5,6054.39990234375,6010.7001953125,6054.39990234375,0
2018-06-14,6016.60009765625,6033.7001953125,6007.5,6023.5,0
2018-06-15,6094.0,6100.10009765625,6016.60009765625,6016.60009765625,0
2018-06-18,6104.10009765625,6114.89990234375,6085.2001953125,6094.0,0
2018-06-19,6102.10009765625,6147.60009765625,6102.10009765625,6104.10009765625,0
2018-06-20,6172.60009765625,6172.60009765625,6102.10009765625,6102.10009765625,0
2018-06-21,6232.10009765625,6249.2998046875,6172.60009765625,6172.60009765625,0
2018-06-22,6225.2001953125,6243.39990234375,6217.0,6232.10009765625,0
2018-06-25,6210.39990234375,6250.7998046875,6204.2998046875,6225.7001953125,0
2018-06-26,6197.60009765625,6210.39990234375,6161.10009765625,6210.39990234375,0
2018-06-27,6195.89990234375,6216.2998046875,6189.39990234375,6197.60009765625,0
2018-06-28,6215.39990234375,6218.89990234375,6178.39990234375,6195.89990234375,0
2018-06-29,6194.60009765625,6232.60009765625,6194.60009765625,6215.39990234375,0
2018-07-02,6177.7998046875,6220.10009765625,6177.5,6194.60009765625,0
2018-07-03,6210.2001953125,6218.2998046875,6177.7998046875,6177.7998046875,0
2018-07-04,6183.39990234375,6213.7998046875,6174.39990234375,6210.2001953125,0
2018-07-05,6215.5,6218.5,6182.0,6183.39990234375,0
2018-07-06,6272.2998046875,6273.5,6215.5,6215.5,0
2018-07-09,6286.0,6301.5,6272.2998046875,6272.2998046875,0
2018-07-10,6258.10009765625,6306.10009765625,6257.89990234375,6286.0,0
2018-07-11,6215.60009765625,6258.10009765625,6209.60009765625,6258.10009765625,0
2018-07-12,6268.2998046875,6279.7998046875,6209.89990234375,6215.60009765625,0
2018-07-13,6268.39990234375,6287.10009765625,6251.10009765625,6268.2998046875,0
2018-07-16,6241.5,6275.7001953125,6235.5,6267.60009765625,0
2018-07-17,6203.60009765625,6241.5,6199.89990234375,6241.5,0
2018-07-18,6245.10009765625,6256.7998046875,6203.60009765625,6203.60009765625,0
2018-07-19,6262.7001953125,6274.2001953125,6243.10009765625,6245.10009765625,0
2018-07-20,6285.89990234375,6297.89990234375,6254.7998046875,6262.7001953125,0
2018-07-23,6227.60009765625,6285.89990234375,6224.89990234375,6285.89990234375,0
2018-07-24,6265.7998046875,6269.2001953125,6227.60009765625,6227.60009765625,0
2018-07-25,6247.60009765625,6277.2998046875,6239.7001953125,6265.7998046875,0
2018-07-26,6244.5,6252.10009765625,6214.5,6247.60009765625,0
2018-07-27,6300.2001953125,6302.2998046875,6244.5,6244.5,0
2018-07-30,6278.39990234375,6300.2001953125,6260.0,6297.0,0
2018-07-31,6280.2001953125,6298.60009765625,6271.89990234375,6278.39990234375,0
2018-08-01,6275.7001953125,6293.2998046875,6269.10009765625,6280.2001953125,0
2018-08-02,6240.89990234375,6277.5,6240.89990234375,6275.7001953125,0
2018-08-03,6234.7998046875,6269.89990234375,6231.2001953125,6240.89990234375,0
2018-08-06,6273.0,6284.2998046875,6234.7998046875,6234.7998046875,0
2018-08-07,6253.89990234375,6273.0,6244.39990234375,6273.0,0
2018-08-08,6268.5,6279.0,6253.89990234375,6253.89990234375,0
2018-08-09,6297.7001953125,6313.60009765625,6258.39990234375,6268.5,0
2018-08-10,6278.39990234375,6307.2001953125,6277.39990234375,6297.7001953125,0
2018-08-13,6252.2001953125,6279.7001953125,6239.60009765625,6278.10009765625,0
2018-08-14,6299.60009765625,6307.7998046875,6252.2001953125,6252.2001953125,0
2018-08-15,6329.0,6329.0,6274.7001953125,6299.60009765625,0
2018-08-16,6328.2998046875,6331.0,6282.39990234375,6329.0,0
2018-08-17,6339.2001953125,6348.10009765625,6316.60009765625,6328.2998046875,0
2018-08-20,6345.0,6358.0,6338.39990234375,6338.39990234375,0
2018-08-21,6284.39990234375,6345.39990234375,6275.89990234375,6345.0,0
2018-08-22,6266.0,6284.39990234375,6248.7998046875,6284.39990234375,0
2018-08-23,6244.39990234375,6275.7001953125,6242.5,6266.0,0
2018-08-24,6247.2998046875,6273.7001953125,6238.0,6244.39990234375,0
2018-08-27,6268.89990234375,6269.60009765625,6230.89990234375,6247.5,0
2018-08-28,6304.7001953125,6318.89990234375,6268.89990234375,6268.89990234375,0
2018-08-29,6352.2001953125,6352.2001953125,6303.0,6304.7001953125,0
2018-08-30,6351.7998046875,6373.5,6348.2001953125,6352.2001953125,0
2018-08-31,6319.5,6355.2001953125,6319.5,6351.7998046875,0
2018-09-03,6310.89990234375,6333.7001953125,6310.89990234375,6319.5,0
2018-09-04,6293.10009765625,6314.89990234375,6276.2998046875,6310.89990234375,0
2018-09-05,6230.39990234375,6293.10009765625,6230.39990234375,6293.10009765625,0
2018-09-06,6160.39990234375,6230.39990234375,6150.7001953125,6230.39990234375,0
2018-09-07,6143.7998046875,6160.39990234375,6102.0,6160.39990234375,0
2018-09-10,6141.7001953125,6152.7001953125,6123.7998046875,6143.7998046875,0
2018-09-11,6179.7001953125,6181.5,6139.2998046875,6141.7001953125,0
2018-09-12,6175.89990234375,6181.10009765625,6152.39990234375,6179.7001953125,0
2018-09-13,6128.7001953125,6175.89990234375,6126.7001953125,6175.89990234375,0
2018-09-14,6165.2998046875,6173.2998046875,6128.7001953125,6128.7001953125,0
2018-09-17,6185.0,6192.60009765625,6142.2998046875,6165.2998046875,0
2018-09-18,6161.5,6185.0,6149.10009765625,6185.0,0
2018-09-19,6190.0,6197.5,6161.5,6161.5,0
2018-09-20,6169.5,6196.7001953125,6163.7001953125,6190.0,0
2018-09-21,6194.60009765625,6209.60009765625,6169.5,6169.5,0
2018-09-24,6186.89990234375,6195.2001953125,6167.7001953125,6194.60009765625,0
2018-09-25,6185.89990234375,6192.2001953125,6166.7998046875,6186.89990234375,0
2018-09-26,6192.2998046875,6210.5,6182.5,6185.89990234375,0
2018-09-27,6181.2001953125,6197.10009765625,6179.7998046875,6192.2998046875,0
2018-09-28,6207.60009765625,6234.39990234375,6181.2001953125,6181.2001953125,0
2018-10-01,6172.2998046875,6207.60009765625,6154.2998046875,6207.60009765625,0
2018-10-02,6126.2001953125,6180.2998046875,6118.39990234375,6172.2998046875,0
2018-10-03,6146.10009765625,6151.39990234375,6126.2001953125,6126.2001953125,0
2018-10-04,6176.2998046875,6195.2001953125,6146.10009765625,6146.10009765625,0
2018-10-05,6185.5,6199.2001953125,6160.60009765625,6176.2998046875,0
2018-10-08,6100.2998046875,6177.39990234375,6100.2998046875,6177.39990234375,0
2018-10-09,6041.10009765625,6101.7998046875,6033.60009765625,6100.2998046875,0
2018-10-10,6049.7998046875,6057.7998046875,6022.7001953125,6041.10009765625,0
2018-10-11,5883.7998046875,6049.7998046875,5883.7998046875,6049.7998046875,0
2018-10-12,5895.7001953125,5904.0,5846.7001953125,5883.7998046875,0
2018-10-15,5837.10009765625,5895.7001953125,5796.0,5895.7001953125,0
2018-10-16,5869.89990234375,5884.7001953125,5837.10009765625,5869.89990234375,0
2018-10-17,5939.10009765625,5940.2001953125,5869.89990234375,5869.89990234375,0
2018-10-18,5942.39990234375,5942.7998046875,5914.89990234375,5939.10009765625,0
2018-10-19,5939.5,5942.39990234375,5883.2998046875,5942.39990234375,0
2018-10-22,5904.89990234375,5939.5,5887.7001953125,5939.5,0
2018-10-23,5843.10009765625,5905.39990234375,5843.10009765625,5904.89990234375,0
2018-10-24,5829.0,5857.10009765625,5819.39990234375,5843.10009765625,0
2018-10-25,5664.10009765625,5829.0,5664.10009765625,5829.0,0
2018-10-26,5665.2001953125,5700.2001953125,5624.60009765625,5664.10009765625,0
2018-10-29,5728.2001953125,5737.60009765625,5665.2001953125,5665.2001953125,0
2018-10-30,5805.10009765625,5805.10009765625,5691.7001953125,5728.2001953125,0
2018-10-31,5830.2998046875,5830.2998046875,5789.5,5805.10009765625,0
2018-11-01,5840.7998046875,5877.2001953125,5820.7001953125,5830.2998046875,0
2018-11-02,5849.2001953125,5849.2001953125,5809.2001953125,5840.7998046875,0
2018-11-05,5818.10009765625,5857.39990234375,5817.7001953125,5849.2001953125,0
2018-11-06,5875.2001953125,5877.2001953125,5818.10009765625,5818.10009765625,0
2018-11-07,5896.89990234375,5896.89990234375,5844.60009765625,5875.2001953125,0
2018-11-08,5928.2001953125,5935.5,5896.89990234375,5896.89990234375,0
2018-11-09,5921.7998046875,5933.5,5896.39990234375,5928.2001953125,0
2018-11-12,5941.2998046875,5941.2998046875,5884.60009765625,5921.7998046875,0
2018-11-13,5834.2001953125,5941.2998046875,5824.39990234375,5941.2998046875,0
2018-11-14,5732.7998046875,5837.2998046875,5728.60009765625,5834.2001953125,0
2018-11-15,5736.0,5753.5,5686.7998046875,5732.7998046875,0
2018-11-16,5730.60009765625,5757.89990234375,5726.5,5736.0,0
2018-11-19,5693.7001953125,5731.2998046875,5682.39990234375,5730.60009765625,0
2018-11-20,5671.7998046875,5693.7001953125,5635.5,5693.7001953125,0
2018-11-21,5642.7998046875,5671.7998046875,5594.0,5671.7998046875,0
2018-11-22,5691.2998046875,5695.39990234375,5642.7998046875,5642.7998046875,0
2018-11-23,5716.2001953125,5724.2998046875,5678.2998046875,5691.2998046875,0
2018-11-26,5671.60009765625,5716.2001953125,5655.60009765625,5716.2001953125,0
2018-11-27,5728.2998046875,5728.2998046875,5670.7001953125,5671.60009765625,0
2018-11-28,5725.10009765625,5737.60009765625,5706.7001953125,5728.2998046875,0
2018-11-29,5758.39990234375,5778.7001953125,5725.10009765625,5725.10009765625,0
2018-11-30,5667.2001953125,5758.39990234375,5667.2001953125,5758.39990234375,0
2018-12-03,5771.2001953125,5771.2001953125,5667.2001953125,5667.2001953125,0
2018-12-04,5713.10009765625,5771.2001953125,5713.10009765625,5771.2001953125,0
2018-12-05,5668.39990234375,5713.10009765625,5610.0,5713.10009765625,0
2018-12-06,5657.60009765625,5668.39990234375,5621.39990234375,5668.39990234375,0
2018-12-07,5681.5,5706.39990234375,5653.5,5657.7001953125,0
2018-12-10,5552.5,5681.5,5549.2998046875,5681.5,0
2018-12-11,5575.89990234375,5587.7001953125,5551.5,5555.2998046875,0
2018-12-12,5653.5,5654.89990234375,5575.89990234375,5575.89990234375,0
2018-12-13,5661.60009765625,5682.10009765625,5636.89990234375,5653.5,0
2018-12-14,5602.0,5665.2001953125,5588.60009765625,5661.60009765625,0
2018-12-17,5658.2998046875,5665.60009765625,5585.10009765625,5602.0,0
2018-12-18,5589.5,5658.2998046875,5576.7998046875,5658.2998046875,0
2018-12-19,5580.60009765625,5589.5,5555.2001953125,5589.5,0
2018-12-20,5505.7998046875,5587.60009765625,5505.7998046875,5580.60009765625,0
2018-12-21,5467.60009765625,5543.10009765625,5426.60009765625,5505.7998046875,0
2018-12-24,5493.7998046875,5496.7001953125,5410.2001953125,5467.60009765625,0
2018-12-27,5597.2001953125,5597.2001953125,5493.7998046875,5493.7998046875,0
2018-12-28,5654.2998046875,5654.2998046875,5590.7001953125,5597.2001953125,0
2018-12-31,5646.39990234375,5700.60009765625,5646.39990234375,5654.2998046875,0
2019-01-02,5557.7998046875,5652.5,5552.0,5646.39990234375,350200
2019-01-03,5633.39990234375,5646.5,5557.7998046875,5557.7998046875,451300
2019-01-04,5619.39990234375,5633.39990234375,5568.7001953125,5633.39990234375,475800
2019-01-07,5683.2001953125,5716.2001953125,5619.39990234375,5619.39990234375,439600
2019-01-08,5722.39990234375,5733.7001953125,5666.60009765625,5683.2001953125,548900
2019-01-09,5778.2998046875,5781.39990234375,5722.39990234375,5722.39990234375,554100
2019-01-10,5795.2998046875,5795.2998046875,5755.39990234375,5778.2998046875,528300
2019-01-11,5774.60009765625,5808.60009765625,5774.60009765625,5795.2998046875,398500
2019-01-14,5773.39990234375,5801.5,5756.89990234375,5774.60009765625,374100
2019-01-15,5814.60009765625,5814.60009765625,5773.39990234375,5773.39990234375,435700
2019-01-16,5835.2001953125,5835.2001953125,5805.0,5814.60009765625,549000
2019-01-17,5850.10009765625,5856.39990234375,5831.0,5835.2001953125,486000
2019-01-18,5879.60009765625,5888.10009765625,5850.10009765625,5850.10009765625,450700
2019-01-21,5890.39990234375,5911.7998046875,5879.60009765625,5879.60009765625,376400
2019-01-22,5858.7998046875,5890.39990234375,5851.2998046875,5890.39990234375,361000
2019-01-23,5843.7001953125,5862.0,5831.39990234375,5858.7998046875,518400
2019-01-24,5865.7001953125,5865.7001953125,5839.7001953125,5844.39990234375,540700
2019-01-25,5905.60009765625,5915.2001953125,5864.0,5865.7001953125,658300
2019-01-29,5874.2001953125,5907.60009765625,5861.60009765625,5905.60009765625,705600
2019-01-30,5886.7001953125,5912.39990234375,5865.89990234375,5874.2001953125,684700
2019-01-31,5864.7001953125,5912.60009765625,5864.7001953125,5886.7001953125,947600
2019-02-01,5862.7998046875,5881.60009765625,5857.39990234375,5864.7001953125,723800
2019-02-04,5891.2001953125,5899.2001953125,5848.89990234375,5862.7998046875,604200
2019-02-05,6005.89990234375,6039.2001953125,5891.2001953125,5891.2001953125,736600
2019-02-06,6026.10009765625,6042.5,5990.5,6005.89990234375,582200
2019-02-07,6092.5,6105.89990234375,6026.10009765625,6026.10009765625,638800
2019-02-08,6071.5,6094.7001953125,6054.10009765625,6092.5,616500
2019-02-11,6060.7998046875,6084.89990234375,6028.60009765625,6071.5,506100
2019-02-12,6079.10009765625,6093.2001953125,6053.39990234375,6060.7998046875,687900
2019-02-13,6063.60009765625,6094.0,6053.0,6079.10009765625,664500
2019-02-14,6059.39990234375,6093.60009765625,6046.7001953125,6063.60009765625,728100
2019-02-15,6066.10009765625,6076.10009765625,6048.89990234375,6059.39990234375,662300
2019-02-18,6089.7998046875,6115.7001953125,6066.10009765625,6066.10009765625,607600
2019-02-19,6106.89990234375,6119.5,6081.39990234375,6089.7998046875,636500
2019-02-20,6096.5,6125.7998046875,6077.5,6106.89990234375,676100
2019-02-21,6139.2001953125,6153.60009765625,6083.60009765625,6096.5,859600
2019-02-22,6167.2998046875,6176.2001953125,6126.5,6139.2001953125,788400
2019-02-25,6186.2998046875,6191.10009765625,6158.7998046875,6167.2998046875,701000
2019-02-26,6128.39990234375,6186.2998046875,6106.0,6186.2998046875,754000
2019-02-27,6150.2998046875,6156.39990234375,6127.7001953125,6128.39990234375,726000
2019-02-28,6169.0,6173.10009765625,6135.39990234375,6150.2998046875,805900
2019-03-01,6192.7001953125,6209.89990234375,6164.89990234375,6169.0,715500
2019-03-04,6217.39990234375,6240.10009765625,6192.7001953125,6192.7001953125,575700
2019-03-05,6199.2998046875,6217.39990234375,6175.7001953125,6217.39990234375,788400
2019-03-06,6245.60009765625,6246.5,6199.2998046875,6199.2998046875,782400
2019-03-07,6263.89990234375,6270.89990234375,6243.60009765625,6245.60009765625,765400
2019-03-08,6203.7998046875,6263.89990234375,6203.60009765625,6263.89990234375,646200
2019-03-11,6180.2001953125,6203.7998046875,6171.89990234375,6203.7998046875,498100
2019-03-12,6174.7998046875,6222.89990234375,6174.7998046875,6180.2001953125,622300
2019-03-13,6161.2001953125,6174.7998046875,6127.2998046875,6174.7998046875,707100
2019-03-14,6179.60009765625,6181.5,6153.39990234375,6161.2001953125,555200
2019-03-15,6175.2001953125,6197.39990234375,6171.2001953125,6179.60009765625,1173800
2019-03-18,6190.5,6201.5,6167.2998046875,6175.2001953125,578000
2019-03-19,6184.7998046875,6206.2998046875,6174.0,6190.5,526600
2019-03-20,6165.2998046875,6185.5,6155.2001953125,6184.7998046875,732000
2019-03-21,6167.2001953125,6171.89990234375,6134.0,6165.2998046875,874000
2019-03-22,6195.2001953125,6227.10009765625,6167.2001953125,6167.2001953125,538000
2019-03-25,6126.2001953125,6195.2001953125,6113.2001953125,6195.2001953125,570100
2019-03-26,6130.60009765625,6141.10009765625,6116.7998046875,6126.2001953125,681000
2019-03-27,6136.0,6136.0,6096.7998046875,6130.60009765625,656900
2019-03-28,6176.10009765625,6176.10009765625,6115.10009765625,6136.0,648100
2019-03-29,6180.7001953125,6213.39990234375,6176.10009765625,6176.10009765625,789600
2019-04-01,6217.0,6234.60009765625,6180.7001953125,6180.7001953125,582000
2019-04-02,6242.39990234375,6270.60009765625,6217.0,6217.0,656200
2019-04-03,6285.0,6287.89990234375,6242.39990234375,6242.39990234375,614100
2019-04-04,6232.7998046875,6285.0,6221.10009765625,6285.0,638800
2019-04-05,6181.2998046875,6232.7998046875,6169.7998046875,6232.7998046875,494500
2019-04-08,6221.39990234375,6221.39990234375,6181.2998046875,6181.2998046875,502400
2019-04-09,6221.7998046875,6228.89990234375,6203.7001953125,6221.39990234375,539400
2019-04-10,6223.5,6235.39990234375,6199.2998046875,6221.7998046875,452900
2019-04-11,6198.7001953125,6223.5,6184.0,6223.5,499300
2019-04-12,6251.2998046875,6251.2998046875,6198.7001953125,6198.7001953125,518900
2019-04-15,6251.39990234375,6259.39990234375,6238.89990234375,6251.2998046875,468700
2019-04-16,6277.39990234375,6282.7998046875,6237.60009765625,6251.39990234375,536800
2019-04-17,6256.39990234375,6286.0,6249.60009765625,6277.39990234375,569600
2019-04-18,6259.7998046875,6280.39990234375,6248.2001953125,6256.39990234375,564400
2019-04-23,6319.39990234375,6321.7001953125,6259.7998046875,6259.7998046875,539300
2019-04-24,6382.10009765625,6390.5,6319.39990234375,6319.39990234375,660700
2019-04-26,6385.60009765625,6388.2001953125,6362.2998046875,6382.10009765625,553500
2019-04-29,6359.5,6385.60009765625,6348.0,6385.60009765625,469400
2019-04-30,6325.5,6359.5,6316.2998046875,6359.5,613700
2019-05-01,6375.89990234375,6380.2001953125,6325.5,6325.5,567500
2019-05-02,6338.39990234375,6375.89990234375,6323.5,6375.89990234375,670600
2019-05-03,6335.7998046875,6355.0,6327.2001953125,6338.39990234375,520300
2019-05-06,6283.7001953125,6335.7998046875,6248.39990234375,6335.7998046875,552000
2019-05-07,6295.7001953125,6341.89990234375,6283.7001953125,6283.7001953125,511000
2019-05-08,6269.10009765625,6295.7001953125,6241.5,6295.7001953125,562300
2019-05-09,6295.2998046875,6300.2001953125,6258.7998046875,6269.10009765625,550500
2019-05-10,6310.89990234375,6317.39990234375,6283.60009765625,6295.2998046875,516100
2019-05-13,6297.60009765625,6310.89990234375,6277.89990234375,6310.89990234375,512600
2019-05-14,6239.89990234375,6297.60009765625,6203.10009765625,6297.60009765625,685200
2019-05-15,6284.2001953125,6291.2998046875,6239.89990234375,6239.89990234375,528800
2019-05-16,6327.7998046875,6327.7998046875,6272.7998046875,6284.2001953125,668900
2019-05-17,6365.2998046875,6398.2998046875,6327.7998046875,6327.7998046875,590200
2019-05-20,6476.10009765625,6476.10009765625,6365.2998046875,6365.2998046875,659700
2019-05-21,6500.10009765625,6500.10009765625,6444.39990234375,6476.10009765625,669300
2019-05-22,6510.7001953125,6510.89990234375,6478.60009765625,6500.10009765625,628800
2019-05-23,6491.7998046875,6510.7001953125,6480.2001953125,6510.7001953125,637700
2019-05-24,6456.0,6491.7998046875,6437.2998046875,6491.7998046875,585600
2019-05-27,6451.89990234375,6464.60009765625,6447.60009765625,6455.7998046875,436700
2019-05-28,6484.7998046875,6491.7001953125,6451.89990234375,6451.89990234375,811700
