date,Close,High,Low,Open,Volume,returns,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,compound,negative,neutral,positive
2020-06-04,5991.7998046875,6040.2001953125,5941.60009765625,5941.60009765625,1328900,,0.0,0.0,,5769.026271487978,5631.098761444684,137.9275100432942,99.24301282308,38.68449722021421,0,0,1,0
2020-06-05,5998.7001953125,6017.7998046875,5963.0,5991.7998046875,946400,,0.0,0.0,,5804.3607213071355,5658.328497286745,146.03222402039046,108.6008550625421,37.43136895784836,0,0,1,0
2020-06-09,6144.89990234375,6198.60009765625,5998.7001953125,5998.7001953125,1407600,,0.0,0.0,,5856.751364543537,5694.370823587265,162.38054095627285,119.35679224128825,43.023748714984606,0,0,1,0
2020-06-10,6148.39990234375,6182.2998046875,6089.7001953125,6144.89990234375,1028500,,0.0,0.0,,5901.620370358955,5728.002607198856,173.61776316009946,130.2089864250505,43.408776735048946,0,0,1,0
2020-06-11,5960.60009765625,6148.39990234375,5949.60009765625,6148.39990234375,1147700,,0.0,0.0,,5910.694174558539,5745.23205093644,165.46212362209917,137.25961386446025,28.20250975763892,0,0,1,0
2020-06-12,5847.7998046875,5960.60009765625,5756.5,5960.60009765625,1323700,,0.0,0.0,,5901.018117655302,5752.829662325407,148.18845532989508,139.44538215754721,8.743073172347863,0,0,1,0
2020-06-15,5719.7998046875,5857.7001953125,5719.7998046875,5846.7001953125,1054600,,0.0,0.0,,5873.1383771987175,5750.3830062040815,122.755370994636,136.107379924965,-13.352008930328992,0,0,1,0
2020-06-16,5942.2998046875,5975.7998046875,5758.5,5760.2001953125,1089000,,0.0,0.0,,5883.778596812376,5764.599065351001,119.17953146137552,132.7218102322471,-13.542278770871576,0,0,1,0
2020-06-17,5991.7998046875,5991.7998046875,5931.5,5952.10009765625,919900,,0.0,0.0,,5900.39724417778,5781.4287497462965,118.96849443148312,129.9711470720943,-11.002652640611188,0,0,1,0
2020-06-18,5936.5,5986.89990234375,5888.7001953125,5986.89990234375,1173900,,0.0,0.0,,5905.951514304275,5792.9155090243485,113.03600527992694,126.58411871366084,-13.548113433733903,0,0,1,0
2020-06-19,5942.60009765625,6006.2998046875,5929.89990234375,5942.5,1950100,,0.0,0.0,,5911.589757896887,5804.003256330415,107.58650156647218,122.78459528422312,-15.198093717750936,0,0,1,0
2020-06-22,5944.5,5972.60009765625,5881.10009765625,5942.60009765625,761300,,0.0,0.0,,5916.652872066597,5814.410422528162,102.24244953843572,118.67616613506564,-16.43371659662992,0,0,1,0
2020-06-23,5954.39990234375,5999.2001953125,5882.7998046875,5944.5,916300,,0.0,0.0,,5922.460107493852,5824.780013625613,97.68009386823906,114.47695168170033,-16.796857813461273,0,0,1,0
2020-06-24,5965.7001953125,5992.7998046875,5942.2998046875,5954.39990234375,817700,,0.0,0.0,,5929.112428696721,5835.21854560242,93.89388309430069,110.3603379642204,-16.466454869919716,0,0,1,0
2020-06-25,5817.7001953125,5965.7001953125,5817.7001953125,5965.7001953125,883200,,0.0,0.0,,5911.972085099149,5833.920890025389,78.05119507376003,103.89850938612834,-25.84731431236831,0,0,1,0
2020-06-26,5904.10009765625,5913.60009765625,5817.7001953125,5817.7001953125,901300,,0.0,0.0,,5910.7610101079335,5839.119349849898,71.6416602580357,97.44713956050981,-25.80547930247411,0,0,1,0
2020-06-29,5815.0,5904.10009765625,5773.2001953125,5904.10009765625,708900,,0.0,0.0,,5896.028547014405,5837.332731342498,58.69581567190744,89.69687478278934,-31.001059110881897,0,0,1,0
2020-06-30,5897.89990234375,5955.2001953125,5815.0,5815.0,1009000,,0.0,0.0,,5896.316447834304,5841.819188453702,54.49725938060237,82.65695170235195,-28.159692321749574,0,0,1,0
2020-07-01,5934.39990234375,5953.89990234375,5892.7998046875,5897.89990234375,729000,,0.0,0.0,,5902.175440835757,5848.677019112224,53.49842172353328,76.82524570658822,-23.326823983054936,0,0,1,0
2020-07-02,6032.7001953125,6034.89990234375,5934.39990234375,5934.39990234375,832700,,0.0,0.0,,5922.256172293718,5862.30836549743,59.947806796288205,73.44975792452823,-13.501951128240023,0,0,1,0
2020-07-03,6057.89990234375,6101.39990234375,6021.7001953125,6032.7001953125,645900,,0.0,0.0,,5943.124438455262,5876.796627486046,66.32781096921553,72.0253685334657,-5.697557564250161,0,0,1,0
2020-07-06,6014.60009765625,6078.2998046875,6014.60009765625,6057.89990234375,568300,,0.0,0.0,,5954.120693716952,5887.004291943098,67.1164017738538,71.04357518154332,-3.927173407689523,0,0,1,0
2020-07-07,6012.89990234375,6077.2998046875,6004.2001953125,6014.60009765625,772700,,0.0,0.0,,5963.163648890305,5896.3298927135165,66.83375617678848,70.20161138059235,-3.3678552038038703,0,0,1,0
2020-07-08,5920.2998046875,6018.39990234375,5920.2998046875,6012.89990234375,777800,,0.0,0.0,,5956.569211320642,5898.105441748626,58.463769572016645,67.85404301887722,-9.390273446860576,0,0,1,0
2020-07-09,5955.5,5998.7998046875,5920.2998046875,5920.2998046875,681300,,0.0,0.0,,5956.404717271313,5902.3568905079865,54.04782676332616,65.09279976776702,-11.044973004440862,0,0,1,0
2020-07-10,5919.2001953125,5956.2001953125,5899.5,5955.5,565400,,0.0,0.0,,5950.680944662264,5903.604542715729,47.07640194653504,61.48952020352063,-14.413118256985584,0,0,1,0
2020-07-13,5977.5,6007.39990234375,5919.2001953125,5998.39990234375,666700,,0.0,0.0,,5954.806953175762,5909.078280292341,45.728672883420586,58.33735073950062,-12.608677856080035,0,0,1,0
2020-07-14,5941.10009765625,5977.5,5918.7998046875,5977.5,652800,,0.0,0.0,,5952.6982061727595,5911.450266763742,41.24793940901782,54.919468473404066,-13.671529064386249,0,0,1,0
2020-07-15,6052.89990234375,6052.89990234375,5941.10009765625,5941.10009765625,656100,,0.0,0.0,,5968.1138517375275,5921.928017547446,46.18583419008155,53.17274161673957,-6.986907426658021,0,0,1,0
2020-07-16,6010.89990234375,6078.0,5989.89990234375,6052.89990234375,676700,,0.0,0.0,,5974.696321061561,5928.518527532357,46.17779352920388,51.77375199923243,-5.595958470028549,0,0,1,0
2020-07-17,6033.60009765625,6042.39990234375,5999.39990234375,6010.89990234375,583200,,0.0,0.0,,5983.758440537667,5936.302347541535,47.45609299613261,50.91022019861247,-3.45412720247986,0,0,1,0
2020-07-20,6001.60009765625,6038.7998046875,5991.89990234375,6033.60009765625,482300,,0.0,0.0,,5986.503310863603,5941.139217920402,45.364092943200376,49.800994747530055,-4.436901804329679,0,0,1,0
2020-07-21,6156.2998046875,6160.60009765625,6001.60009765625,6001.60009765625,695400,,0.0,0.0,,6012.625848374972,5957.077039162409,55.548809212562446,50.95055764053654,4.598251572025909,0,0,1,0
