date,Close,High,Low,Open,Volume,returns,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,compound,negative,neutral,positive
2020-01-03,6733.5,6788.2001953125,6690.60009765625,6690.60009765625,365200,,0.0,0.0,,6733.5,6733.5,0.0,0.0,0.0,0,0,1,0
2020-01-06,6735.7001953125,6738.60009765625,6671.7001953125,6733.10009765625,469800,,0.0,0.0,,6733.838491586538,6733.662977430556,0.17551415598245512,0.035102831196491026,0.1404113247859641,0,0,1,0
2020-01-07,6826.39990234375,6834.2998046875,6735.7001953125,6735.7001953125,447400,,0.0,0.0,,6748.07870862611,6740.532379275977,7.54632935013251,1.5373481349836948,6.008981215148815,0,0,1,0
2020-01-08,6817.60009765625,6831.7001953125,6749.60009765625,6826.39990234375,570700,,0.0,0.0,,6758.77430693844,6746.241099155997,12.533207782442332,3.7365200644754224,8.79668771796691,0,0,1,0
2020-01-09,6874.2001953125,6889.2001953125,6817.60009765625,6817.60009765625,502100,,0.0,0.0,,6776.532135919064,6755.719550723145,20.812585195918473,7.151733090764033,13.66085210515444,0,0,1,0
2020-01-10,6929.0,6933.2001953125,6874.2001953125,6874.2001953125,516000,,0.0,0.0,,6799.988730393054,6768.555139558468,31.43359083458563,12.008104639528351,19.425486195057278,0,0,1,0
2020-01-13,6903.7001953125,6929.0,6880.7001953125,6929.0,358100,,0.0,0.0,,6815.944340380661,6778.5658844291365,37.3784559515243,17.082174901927544,20.296281049596757,0,0,1,0
2020-01-14,6962.2001953125,6962.7998046875,6903.7001953125,6903.7001953125,549700,,0.0,0.0,,6838.445241139406,6792.168425976052,46.276815163353604,22.921102954212756,23.355712209140847,0,0,1,0
2020-01-15,6994.7998046875,6996.7998046875,6960.39990234375,6965.5,573400,,0.0,0.0,,6862.499789377574,6807.178157732456,55.32163164511803,29.401208692393812,25.92042295272422,0,0,1,0
2020-01-16,7041.7998046875,7041.7998046875,6994.7998046875,6994.7998046875,548200,,0.0,0.0,,6890.084407117563,6824.557538988385,65.52686812917818,36.62634057975069,28.900527549427494,0,0,1,0
2020-01-17,7064.10009765625,7088.10009765625,7041.7998046875,7041.7998046875,500300,,0.0,0.0,,6916.856051815823,6842.301432223042,74.55461959278091,44.21199638235673,30.34262321042418,0,0,1,0
2020-01-20,7079.5,7092.5,7064.10009765625,7064.10009765625,423400,,0.0,0.0,,6941.878197690312,6859.871696502816,82.00650118749581,51.77089734338455,30.235603844111267,0,0,1,0
2020-01-21,7066.2998046875,7079.5,7040.7001953125,7079.5,480900,,0.0,0.0,,6961.019983382187,6875.162667479459,85.85731590272826,58.5881810552533,27.26913484747496,0,0,1,0
2020-01-22,7132.7001953125,7144.89990234375,7062.2001953125,7066.2998046875,602000,,0.0,0.0,,6987.432323679159,6894.239521393018,93.19280228614116,65.50910530143088,27.68369698471028,0,0,1,0
2020-01-23,7088.0,7132.7001953125,7068.7998046875,7132.7001953125,539700,,0.0,0.0,,7002.904273882365,6908.59214943798,94.31212444438461,71.26970913002162,23.042415314362984,0,0,1,0
2020-01-24,7090.5,7122.7001953125,7085.7001953125,7088.0,477600,,0.0,0.0,,7016.380539438924,6922.066805035167,94.31373440375683,75.87851418476868,18.43522021898815,0,0,1,0
2020-01-28,7023.5,7030.0,6994.5,6994.5,619700,,0.0,0.0,,7017.475841063705,6929.580375032562,87.89546603114286,78.28190455404352,9.613561477099339,0,0,1,0
2020-01-29,7031.5,7046.7998046875,6994.5,6994.5,590500,,0.0,0.0,,7019.633403976981,6937.129976882003,82.50342709497818,79.12620906223046,3.37721803274772,0,0,1,0
2020-01-30,7008.39990234375,7038.2001953125,6993.0,7031.2998046875,684400,,0.0,0.0,,7017.9051729564835,6942.40923061991,75.49594233657353,78.40015571709908,-2.9042133805255474,0,0,1,0
2020-01-31,7017.2001953125,7046.7001953125,7008.39990234375,7008.39990234375,756400,,0.0,0.0,,7017.796714857409,6947.94930207862,69.84741277878857,76.68960712943698,-6.842194350648413,0,0,1,0
2020-02-03,6923.2998046875,7017.2001953125,6897.0,7017.2001953125,617600,,0.0,0.0,,7003.258728677423,6946.123413382982,57.13531529444117,72.77874876243781,-15.643433467996644,0,0,1,0
2020-02-04,6948.7001953125,6963.2998046875,6915.0,6923.2998046875,599400,,0.0,0.0,,6994.865108159744,6946.314286118502,48.55082204124119,67.93316341819849,-19.3823413769573,0,0,1,0
2020-02-05,6976.10009765625,7009.2998046875,6962.89990234375,6988.60009765625,654100,,0.0,0.0,,6991.978183466898,6948.520642528706,43.457540938192324,63.03803892219726,-19.580497984004936,0,0,1,0
2020-02-06,7049.2001953125,7050.0,6987.89990234375,6987.89990234375,687700,,0.0,0.0,,7000.781569904683,6955.978387179358,44.803182725325314,59.39106768282287,-14.587884957497558,0,0,1,0
2020-02-07,7022.60009765625,7051.60009765625,7002.0,7045.2001953125,639800,,0.0,0.0,,7004.138266481847,6960.913328696164,43.224937785682414,56.15784170339478,-12.932903917712366,0,0,1,0
2020-02-10,7012.5,7024.39990234375,6982.60009765625,7022.60009765625,589700,,0.0,0.0,,7005.4246870231,6964.73456360756,40.690123415540256,53.064298045823875,-12.374174630283619,0,0,1,0
2020-02-11,7055.2998046875,7070.2001953125,7017.2001953125,7017.2001953125,618700,,0.0,0.0,,7013.097782048392,6971.443099983851,41.65468206454079,50.78237484956726,-9.127692785026468,0,0,1,0
2020-02-12,7088.2001953125,7098.60009765625,7055.10009765625,7055.2998046875,692700,,0.0,0.0,,7024.65199947364,6980.0917737119,44.560225761740185,49.53794503200185,-4.977719270261666,0,0,1,0
2020-02-13,7103.2001953125,7145.7998046875,7086.7998046875,7088.2001953125,737500,,0.0,0.0,,7036.736337295003,6989.210916052685,47.52542124231786,49.13544027406506,-1.6100190317471998,0,0,1,0
2020-02-14,7130.2001953125,7138.39990234375,7101.10009765625,7103.2001953125,691300,,0.0,0.0,,7051.115392374618,6999.654566368227,51.46082600639056,49.60051742053017,1.8603085858603947,0,0,1,0
2020-02-17,7125.10009765625,7137.39990234375,7104.39990234375,7130.2001953125,501900,,0.0,0.0,,7062.497654725638,7008.9468279451185,53.550826780519856,50.39057929252811,3.1602474879917466,0,0,1,0
2020-02-18,7113.7001953125,7125.10009765625,7096.7998046875,7125.10009765625,627500,,0.0,0.0,,7070.374968662079,7016.706336638998,53.668632023080136,51.04618983863852,2.622442184441617,0,0,1,0
2020-02-19,7144.60009765625,7144.60009765625,7102.89990234375,7113.7998046875,866400,,0.0,0.0,,7081.794219276567,7026.179948566202,55.61427071036451,51.95980601298372,3.6544646973807886,0,0,1,0
2020-02-20,7162.5,7197.2001953125,7144.60009765625,7144.60009765625,832800,,0.0,0.0,,7094.210493234018,7036.277730153891,57.93276308012719,53.154397426412416,4.778365653714772,0,0,1,0
2020-02-21,7139.0,7162.60009765625,7135.7001953125,7162.5,1072700,,0.0,0.0,,7101.10118658263,7043.886787179528,57.21439940310211,53.96639782175036,3.248001581351744,0,0,1,0
2020-02-24,6978.2998046875,7120.89990234375,6967.89990234375,7120.89990234375,799000,,0.0,0.0,,7082.2086662910715,7039.0284921801185,43.180174110952976,51.809153079590885,-8.62897896863791,0,0,1,0
2020-02-25,6866.60009765625,6978.2998046875,6800.0,6978.2998046875,1038800,,0.0,0.0,,7049.038117270329,7026.256018511684,22.78209875864559,46.00374221540183,-23.22164345675624,0,0,1,0
2020-02-26,6708.10009765625,6866.60009765625,6690.10009765625,6866.60009765625,1007900,,0.0,0.0,,6996.586114252778,7002.688913263132,-6.10279901035392,35.58243397025068,-41.6852329806046,0,0,1,0
2020-02-27,6657.89990234375,6728.2001953125,6630.5,6709.2998046875,1020900,,0.0,0.0,,6944.480543189851,6977.148986528364,-32.66844333851259,21.93225850849803,-54.60070184701062,0,0,1,0
2020-02-28,6441.2001953125,6657.89990234375,6426.7998046875,6657.89990234375,1524000,,0.0,0.0,,6867.052797362566,6937.449076067929,-70.39627870536333,3.466551065725758,-73.86282977108908,0,0,1,0
2020-03-02,6391.5,6438.89990234375,6245.2001953125,6438.89990234375,1182700,,0.0,0.0,,6793.8908285375555,6897.008403766601,-103.11757522904554,-17.850274193228504,-85.26730103581704,0,0,1,0
2020-03-03,6435.7001953125,6524.2998046875,6391.5,6391.5,1046900,,0.0,0.0,,6738.784577272163,6862.837425362593,-124.05284809043042,-39.09078897266889,-84.96205911776153,0,0,1,0
2020-03-04,6325.39990234375,6435.7001953125,6310.2001953125,6435.7001953125,1024100,,0.0,0.0,,6675.186934975483,6823.027238472309,-147.84030349682598,-60.84069187750031,-86.99961161932566,0,0,1,0
2020-03-05,6395.7001953125,6447.10009765625,6325.39990234375,6325.39990234375,989800,,0.0,0.0,,6632.188975027332,6791.3733834234345,-159.1844083961023,-80.50943518122071,-78.67497321488159,0,0,1,0
2020-03-06,6216.2001953125,6395.7001953125,6216.2001953125,6395.7001953125,959400,,0.0,0.0,,6568.19070122505,6748.767962081884,-180.57726085683407,-100.5230003163434,-80.05426054049067,0,0,1,0
2020-03-09,5760.60009765625,6216.2001953125,5760.60009765625,6216.2001953125,1444300,,0.0,0.0,,6443.945992983697,6675.570342494801,-231.6243495111039,-126.7432701552955,-104.8810793558084,0,0,1,0
2020-03-10,5939.60009765625,5939.60009765625,5538.89990234375,5760.60009765625,1803100,,0.0,0.0,,6366.354316779474,6621.054028062315,-254.69971128284124,-152.33455838080465,-102.36515290203658,0,0,1,0
2020-03-11,5725.89990234375,5972.5,5725.89990234375,5939.60009765625,1407500,,0.0,0.0,,6267.822868404748,6554.746315046125,-286.92344664137727,-179.25233603291917,-107.6711106084581,0,0,1,0
2020-03-12,5304.60009765625,5725.89990234375,5290.0,5725.89990234375,1818300,,0.0,0.0,,6119.634749828056,6462.142891535764,-342.5081417077081,-211.90349716787696,-130.60464453983113,0,0,1,0
2020-03-13,5539.2998046875,5539.2998046875,4873.7001953125,5304.60009765625,2260700,,0.0,0.0,,6030.352450575662,6393.784144361818,-363.43169378615585,-242.20913649153275,-121.2225572946231,0,0,1,0
2020-03-16,5002.0,5539.2998046875,5002.0,5539.2998046875,1638500,,0.0,0.0,,5872.14438125633,6290.689022557239,-418.54464130090855,-277.4762374534079,-141.06840384750063,0,0,1,0
2020-03-17,5293.39990234375,5303.7001953125,4997.2998046875,5002.0,1998200,,0.0,0.0,,5783.106769115933,6216.8157543932775,-433.70898527734425,-308.72278701819516,-124.98619825914909,0,0,1,0
2020-03-18,4953.2001953125,5293.39990234375,4888.10009765625,5293.39990234375,1774000,,0.0,0.0,,5655.428834684635,6123.214601868775,-467.78576718414024,-340.5353830513842,-127.25038413275604,0,0,1,0
2020-03-19,4782.89990234375,5102.5,4741.0,4953.2001953125,1877500,,0.0,0.0,,5521.193614324498,6023.932031533588,-502.7384172090897,-372.9759898829253,-129.76242732616436,0,0,1,0
2020-03-20,4816.60009765625,5016.10009765625,4782.89990234375,4782.89990234375,1872000,,0.0,0.0,,5412.794611760152,5934.500036431564,-521.7054246714115,-402.7218768406226,-118.9835478307889,0,0,1,0
2020-03-23,4546.0,4761.0,4402.5,4753.89990234375,1486000,,0.0,0.0,,5279.441594566282,5831.648181881078,-552.2065873147958,-432.6188189354572,-119.58776837933857,0,0,1,0
2020-03-24,4735.7001953125,4735.7001953125,4546.0,4546.0,1408000,,0.0,0.0,,5195.789071604162,5750.466849542665,-554.6777779385029,-457.0306107360664,-97.64716720243649,0,0,1,0
2020-03-25,4998.10009765625,5024.5,4735.7001953125,4735.7001953125,1355600,,0.0,0.0,,5165.375383304483,5694.73597903256,-529.360595728077,-471.49660773446857,-57.86398799360842,0,0,1,0
2020-03-26,5113.2998046875,5174.39990234375,4998.10009765625,4998.10009765625,1216700,,0.0,0.0,,5157.3637558249475,5651.666632784778,-494.3028769598304,-476.057861579541,-18.24501538028943,0,0,1,0
2020-03-27,4842.39990234375,5236.7001953125,4842.39990234375,5113.2998046875,1456800,,0.0,0.0,,5108.9077783663015,5591.720949048406,-482.8131706821041,-477.4089234000536,-5.404247282050505,0,0,1,0
2020-03-30,5181.39990234375,5181.39990234375,4833.10009765625,4842.39990234375,1033800,,0.0,0.0,,5120.06041282437,5561.3267974406535,-441.2663846162832,-470.1804156432995,28.914031027016335,0,0,1,0
2020-03-31,5076.7998046875,5366.39990234375,5005.7998046875,5181.39990234375,1522500,,0.0,0.0,,5113.404934649468,5525.435909088568,-412.03097443910065,-458.5505274024598,46.51955296335916,0,0,1,0
2020-04-01,5258.60009765625,5272.2998046875,5076.7998046875,5076.7998046875,1064600,,0.0,0.0,,5135.742652035126,5505.670293426915,-369.9276413917887,-440.82595020032556,70.89830880853685,0,0,1,0
2020-04-02,5154.2998046875,5258.60009765625,5065.2001953125,5258.60009765625,1020200,,0.0,0.0,,5138.597598597031,5479.642849816588,-341.04525121955703,-420.86981040417186,79.82455918461483,0,0,1,0
2020-04-03,5067.5,5246.7998046875,5022.39990234375,5154.2998046875,1072000,,0.0,0.0,,5127.65950650518,5449.113749830174,-321.4542433249944,-400.98669698833635,79.53245366334193,0,0,1,0
2020-04-06,5286.7998046875,5302.2001953125,5067.5,5067.5,912700,,0.0,0.0,,5152.14262930246,5437.090494634421,-284.9478653319611,-377.7789306570613,92.83106532510021,0,0,1,0
2020-04-07,5252.2998046875,5423.10009765625,5187.0,5306.7998046875,1113300,,0.0,0.0,,5167.551425515543,5423.402295379094,-255.85086986355054,-353.3933184983592,97.54244863480864,0,0,1,0
2020-04-08,5206.89990234375,5321.0,5121.89990234375,5252.2998046875,1158400,,0.0,0.0,,5173.605037335267,5407.365081080179,-233.76004374491185,-329.4666635476698,95.70661980275793,0,0,1,0
2020-04-09,5387.2998046875,5387.2998046875,5206.89990234375,5206.89990234375,914200,,0.0,0.0,,5206.481155389457,5405.8787643103515,-199.39760892089453,-303.45285262231477,104.05524370142024,0,0,1,0
2020-04-14,5488.10009765625,5490.7001953125,5360.0,5387.2998046875,1159400,,0.0,0.0,,5249.8071465074245,5411.969233447086,-162.1620869396611,-275.19469948578404,113.03261254612295,0,0,1,0
2020-04-15,5466.7001953125,5533.0,5416.39990234375,5488.10009765625,1015700,,0.0,0.0,,5283.175307862051,5416.023378770449,-132.84807090839786,-246.72537377030682,113.87730286190896,0,0,1,0
2020-04-16,5416.2998046875,5466.7001953125,5345.0,5466.7001953125,1115600,,0.0,0.0,,5303.65599968135,5416.043854764305,-112.38785508295496,-219.85787003283644,107.47001494988149,0,0,1,0
2020-04-17,5487.5,5563.60009765625,5416.2998046875,5416.2998046875,1125300,,0.0,0.0,,5331.939692038066,5421.336902559542,-89.39721052147615,-193.76573813056442,104.36852760908826,0,0,1,0
2020-04-20,5353.0,5490.60009765625,5353.0,5486.2998046875,855400,,0.0,0.0,,5335.179739416825,5416.274909777354,-81.09517036052875,-171.2316245765573,90.13645421602854,0,0,1,0
2020-04-21,5221.2998046875,5353.0,5214.5,5353.0,960500,,0.0,0.0,,5317.659749458468,5401.832309400328,-84.17255994186053,-153.81981164961795,69.64725170775742,0,0,1,0
2020-04-22,5221.2001953125,5251.7001953125,5100.7001953125,5221.2998046875,996700,,0.0,0.0,,5302.8198180513955,5388.452152801229,-85.63233474983372,-140.1823162696611,54.549981519827384,0,0,1,0
2020-04-23,5217.10009765625,5282.60009765625,5181.7001953125,5221.2001953125,877000,,0.0,0.0,,5289.632168759835,5375.759407975675,-86.12723921583984,-129.37130085889686,43.24406164305702,0,0,1,0
2020-04-24,5242.60009765625,5263.7998046875,5207.5,5217.10009765625,773900,,0.0,0.0,,5282.396465513129,5365.895755359421,-83.4992898462915,-120.1968986563758,36.69760881008429,0,0,1,0
2020-04-27,5321.39990234375,5329.39990234375,5214.7998046875,5242.60009765625,691700,,0.0,0.0,,5288.396994256302,5362.599766247149,-74.2027719908474,-110.99807332327012,36.795301332422724,0,0,1,0
2020-04-28,5313.10009765625,5373.7998046875,5272.7998046875,5321.39990234375,851800,,0.0,0.0,,5292.197471702447,5358.933124129305,-66.735652426858,-102.1455891439877,35.40993671712971,0,0,1,0
2020-04-29,5393.39990234375,5393.39990234375,5312.7001953125,5313.10009765625,882600,,0.0,0.0,,5307.767076416493,5361.486218811856,-53.719142395362724,-92.46029979426272,38.7411573989,0,0,1,0
2020-04-30,5522.39990234375,5549.10009765625,5393.39990234375,5393.39990234375,1198100,,0.0,0.0,,5340.787511174533,5373.40575092533,-32.61823975079642,-80.49188778556947,47.873648034773055,0,0,1,0
2020-05-01,5245.89990234375,5522.39990234375,5245.89990234375,5522.39990234375,1007000,,0.0,0.0,,5326.189417508259,5363.96087325262,-37.77145574436145,-71.94780137732788,34.17634563296643,0,0,1,0
2020-05-04,5319.7998046875,5328.39990234375,5169.60009765625,5245.89990234375,853400,,0.0,0.0,,5325.206400151219,5360.689682988537,-35.48328283731826,-64.65489766932596,29.171614832007705,0,0,1,0
2020-05-05,5407.10009765625,5407.10009765625,5319.7998046875,5319.7998046875,721900,,0.0,0.0,,5337.805430536609,5364.127491482443,-26.322060945833982,-56.98833032462757,30.666269378793586,0,0,1,0
2020-05-06,5384.60009765625,5408.60009765625,5345.0,5407.10009765625,694800,,0.0,0.0,,5345.004610093476,5365.6439808286505,-20.639370735174452,-49.71853840673695,29.079167671562494,0,0,1,0
2020-05-07,5364.2001953125,5388.2998046875,5347.2998046875,5384.60009765625,780000,,0.0,0.0,,5347.957777050248,5365.5370337533805,-17.57925670313216,-43.290682066016,25.711425362883837,0,0,1,0
2020-05-08,5391.10009765625,5428.0,5378.5,5378.7001953125,851300,,0.0,0.0,,5354.595057143479,5367.430594042482,-12.835536899003273,-37.199653032613455,24.36411613361018,0,0,1,0
2020-05-11,5461.2001953125,5489.5,5405.7998046875,5405.89990234375,795500,,0.0,0.0,,5370.99584763102,5374.376490432854,-3.3806428018333463,-30.435850986457435,27.05520818462409,0,0,1,0
2020-05-12,5403.0,5461.39990234375,5374.0,5461.2001953125,866400,,0.0,0.0,,5375.919563380095,5376.496750400791,-0.5771870206963285,-24.464118193305215,23.886931172608886,0,0,1,0
2020-05-13,5421.89990234375,5421.89990234375,5301.89990234375,5403.0,895400,,0.0,0.0,,5382.993461682195,5379.85994684101,3.1335148411844784,-18.944591586407277,22.078106427591756,0,0,1,0
2020-05-14,5328.7001953125,5421.7001953125,5328.7001953125,5421.7001953125,829800,,0.0,0.0,,5374.640651471473,5376.070335616676,-1.4296841452032822,-15.441610098166478,14.011925952963196,0,0,1,0
2020-05-15,5404.7998046875,5412.39990234375,5328.7001953125,5328.7001953125,750200,,0.0,0.0,,5379.280521197015,5378.198444436736,1.082076760279051,-12.136872726477373,13.218949486756424,0,0,1,0
2020-05-18,5460.5,5486.2998046875,5404.7998046875,5404.7998046875,0,,0.0,0.0,,5391.775825628243,5384.294855959942,7.480969668301441,-8.213304247521611,15.694273915823052,0,0,1,0
2020-05-19,5559.5,5606.7998046875,5460.5,5460.5,922400,,0.0,0.0,,5417.57954476236,5397.273014777724,20.306529984635745,-2.50933740109014,22.815867385725884,0,0,1,0
2020-05-20,5573.0,5587.10009765625,5507.0,5559.5,753200,,0.0,0.0,,5441.490384029688,5410.289828497893,31.200555531795544,4.2326411854869965,26.967914346308547,0,0,1,0
2020-05-21,5550.39990234375,5610.0,5545.2001953125,5573.0,853100,,0.0,0.0,,5458.245694539544,5420.668352486475,37.577342053069515,10.901581359003501,26.675760694066014,0,0,1,0
2020-05-22,5497.0,5569.7001953125,5494.7998046875,5550.39990234375,759100,,0.0,0.0,,5464.2078953796145,5426.322548598588,37.88534678102678,16.29833444340816,21.587012337618624,0,0,1,0
2020-05-25,5615.60009765625,5615.60009765625,5497.0,5497.0,679200,,0.0,0.0,,5487.499003422174,5440.343107788044,47.15589563412959,22.469846681552447,24.686048952577146,0,0,1,0
2020-05-26,5780.0,5780.0,5615.60009765625,5615.60009765625,1021600,,0.0,0.0,,5532.499156741839,5465.502877581522,66.9962791603175,31.375133177305457,35.62114598301204,0,0,1,0
2020-05-27,5775.0,5835.89990234375,5713.89990234375,5780.0,1345200,,0.0,0.0,,5569.806978781557,5488.428590353261,81.3783884282957,41.37578422750351,40.002604200792184,0,0,1,0
2020-05-28,5851.10009765625,5922.0,5775.0,5775.0,1227600,,0.0,0.0,,5613.082843223818,5515.293146449779,97.78969677403893,52.65856673681059,45.13113003722834,0,0,1,0
2020-05-29,5755.7001953125,5851.10009765625,5755.7001953125,5851.10009765625,2447600,,0.0,0.0,,5635.023974314384,5533.101075995166,101.9228983192179,62.51143305329206,39.411465265925834,0,0,1,0
2020-06-01,5819.2001953125,5819.2001953125,5705.39990234375,5755.7001953125,841800,,0.0,0.0,,5663.358777544863,5554.293603352005,109.06517419285774,71.8221812812052,37.242992911652536,0,0,1,0
2020-06-02,5835.10009765625,5859.0,5800.0,5819.2001953125,957400,,0.0,0.0,,5689.780519100461,5575.094084411579,114.68643468888149,80.39503196274046,34.29140272614103,0,0,1,0
2020-06-03,5941.60009765625,5943.7001953125,5835.10009765625,5835.10009765625,1032300,,0.0,0.0,,5728.521992724429,5602.2426779852585,126.27931473917033,89.57188851802644,36.70742622114389,0,0,1,0
