date,Close,High,Low,Open,Volume,Returns,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,ROC_5,ROC_10,ROC_20,RSI_14,Stoch_K,Stoch_D,Williams_R,ATR_14,BB_Upper_20,BB_Middle_20,BB_Lower_20,BB_Width_20,BB_%B_20,Volatility_5,Volatility_10,Volatility_20,Volatility_50,DIplus,DIminus,DX,ADX,SMA_Cross_5_20,SMA_Cross_10_50,SMA_Cross_50_200,OBV,Volume_ROC_5,Volume_ROC_10,Volume_ROC_20,MFI_14,RSI_Close_Ratio,MACD_BB_Signal,Price_to_MA_50,Price_to_MA_200,Trend_Strength,Close_Lag_1,Returns_Lag_1,Close_Lag_2,Returns_Lag_2,Close_Lag_3,Returns_Lag_3,Close_Lag_4,Returns_Lag_4,Close_Lag_5,Returns_Lag_5,RSI_14_Lag_1,RSI_14_Lag_2,MACD_Lag_1,MACD_Lag_2,ATR_14_Lag_1,ATR_14_Lag_2,Target_Next_Close,Target_Next_Return,Target_Direction
2019-02-14,6059.39990234375,6093.60009765625,6046.7001953125,6063.60009765625,728100.0,-0.0692690026527831,6066.87998046875,6056.503217497406,6021.289990234375,6022.411327107869,5946.620043945312,5954.238705873165,5773.016005859375,5860.9448713270485,5832.512001953125,5873.541162158369,6008.498500976562,5934.4022225598665,6007.7374032355965,5922.313126174168,85.42427706142826,77.21853137462654,8.20574568680172,-0.5432925343660244,3.3198578025670944,3.8421939184083653,73.79012477466078,81.90661478599222,85.41774265088942,-18.09338521400778,55.03574916294643,6137.378010714081,5946.620043945312,5755.862077176544,0.06415676984877933,0.7956098251328768,0.2509135013471559,0.7133221879390121,0.5946825260684595,0.8767904951519975,37.339328320611415,5.541814402545018,74.15267387661123,62.0501546651824,1,1,-1,44938400.0,13.979336255479025,-23.163782186576608,32.62295081967213,48.41462652539265,1.2177794165082103,1,0.049607327641861376,0.008471567623577592,0.030781423527038766,6063.60009765625,-0.2549719489892244,6079.10009765625,0.3019451814692209,6060.7998046875,-0.1762364376595604,6071.5,-0.3446860894542491,6092.5,1.1018718784570949,75.87661184766208,75.94817898334094,86.99803749896728,87.3136458438048,53.542898995535715,52.800048828125,6066.10009765625,0.1105752289085382,1
2019-02-15,6066.10009765625,6076.10009765625,6048.89990234375,6059.39990234375,662300.0,0.1105752289085382,6065.8,6059.7021775503545,6041.62001953125,6030.354739934846,5957.4200439453125,5964.8921717572675,5778.91400390625,5868.990174320351,5831.30400390625,5877.35421038605,6008.514501953125,5935.712649177742,6016.716279300313,5932.964012950619,83.75226634969385,78.52527836964,5.226987980053849,-0.0889385216791605,3.4676315027200033,3.692244515380816,71.46287952987268,84.51369467412452,83.51001910115922,-15.486305325875485,53.321463448660715,6149.621934598405,5957.4200439453125,5765.21815329222,0.06452521032101205,0.7827236853436985,0.22512144460889297,0.7066663214766623,0.5947309271107435,0.8418794218382877,31.90884812141025,5.719983804640533,69.5978667853331,63.05651628120249,1,1,-1,45600700.0,7.429034874290341,-8.496822326609566,36.27572016460905,41.466984967675735,1.1780695731922342,1,0.04969551260944116,0.009583998787787928,0.031336258999599305,6059.39990234375,-0.0692690026527831,6063.60009765625,-0.2549719489892244,6079.10009765625,0.3019451814692209,6060.7998046875,-0.1762364376595604,6071.5,-0.3446860894542491,73.79012477466078,75.87661184766208,85.42427706142826,86.99803749896728,55.03574916294643,53.542898995535715,6089.7998046875,0.3906909983303341,1
2019-02-18,6089.7998046875,6115.7001953125,6066.10009765625,6066.10009765625,607600.0,0.3906909983303341,6071.6,6069.734719929404,6061.47998046875,6041.162933526238,5967.930029296875,5976.788136798243,5786.447998046875,5877.64937551122,5830.343002929688,5881.561053837563,6008.541000976563,5937.245854705203,6027.959898590649,5944.581479005203,83.37841958544595,79.49590661280119,3.8825129726447614,0.4784847039093876,3.37112307833336,3.5750680920466182,79.43731832848876,90.29221807187683,85.57084251066452,-9.707781928123175,53.57861328125,6165.137749511072,5967.930029296875,5770.722309082677,0.06608915293781745,0.8089883480683627,0.26455792361431113,0.7052125895032746,0.5920392536409144,0.8273508408396697,37.03500702379759,5.372586749433344,74.66214764194096,64.60393379596762,1,1,-1,46208300.0,20.055325034578143,0.5627275736511006,34.8125138673175,48.36472717631398,1.3044323438570755,1,0.05242452826725774,0.013523882702594525,0.03386830753462752,6066.10009765625,0.1105752289085382,6059.39990234375,-0.0692690026527831,6063.60009765625,-0.2549719489892244,6079.10009765625,0.3019451814692209,6060.7998046875,-0.1762364376595604,71.46287952987268,73.79012477466078,83.75226634969385,85.42427706142826,53.321463448660715,55.03574916294643,6106.89990234375,0.2807990115387238,1
2019-02-19,6106.89990234375,6119.5,6081.39990234375,6089.7998046875,636500.0,0.2807990115387238,6077.1599609375,6082.123114067519,6071.57998046875,6053.115109674876,5978.755029296875,5989.179733516862,5795.217998046875,5886.63959224975,5829.48900390625,5886.023209253527,6008.616000976563,5938.9339546817055,6040.104514552664,5956.60506591917,83.49944863349447,80.29661501693985,3.2028336165546136,0.4573013150123595,1.68167970899058,3.6754720153016507,79.69241546956087,95.34364630117163,90.04985301572431,-4.6563536988283785,52.97862025669643,6181.727568721189,5978.755029296875,5775.782489872562,0.0678979280568328,0.815670468060185,0.26057757780902957,0.4217101846207845,0.5924912441313162,0.8169899636306998,37.319610297017185,5.433432323701797,74.58224261648856,65.93437497203708,1,1,-1,46844800.0,-7.472016281436256,-13.589465109964705,69.1020191285866,48.22927047595837,1.304956962516709,1,0.05378260220787534,0.01635716134151588,0.035461222609459615,6089.7998046875,0.3906909983303341,6066.10009765625,0.1105752289085382,6059.39990234375,-0.0692690026527831,6063.60009765625,-0.2549719489892244,6079.10009765625,0.3019451814692209,79.43731832848876,71.46287952987268,83.37841958544595,83.75226634969385,53.57861328125,53.321463448660715,6096.5,-0.1702975734015011,0
2019-02-20,6096.5,6125.7998046875,6077.5,6106.89990234375,676100.0,-0.1702975734015011,6083.73994140625,6086.915409378346,6078.619970703125,6061.003271552172,5990.6400390625,5999.4007112771615,5803.99599609375,5894.869412161525,5828.642001953125,5890.191066496031,6008.558500976563,5940.501776028156,6048.7807430830235,5966.967653628861,81.81308945416276,80.59990990438443,1.2131795497783315,0.5425803452385747,1.16824980008432,4.0571482767225,82.26601453964146,89.41862946158552,91.68483127821132,-10.58137053841447,53.00718470982143,6191.867508639592,5990.6400390625,5789.412569485408,0.0671806245292558,0.7630355615959871,0.23380168986198813,0.42956002002623356,0.5744960521492578,0.8168216655662226,38.14841474856924,5.268840693186439,75.72927795837026,67.2403620368815,1,1,-1,46168700.0,1.7456734386756878,16.12847818619032,87.28531855955679,49.505039462968334,1.349397433603567,1,0.050397003048091804,0.014636039410974133,0.033887127305275135,6106.89990234375,0.2807990115387238,6089.7998046875,0.3906909983303341,6066.10009765625,0.1105752289085382,6059.39990234375,-0.0692690026527831,6063.60009765625,-0.2549719489892244,79.69241546956087,79.43731832848876,83.49944863349447,83.37841958544595,52.97862025669643,53.57861328125,6139.2001953125,0.7004050736078016,1
2019-02-21,6139.2001953125,6153.60009765625,6083.60009765625,6096.5,859600.0,0.7004050736078016,6099.7,6104.343671356398,6083.289990234375,6075.2208940540495,6005.4150390625,6012.714947851956,5813.15,5904.451011500779,5827.958002929688,5895.121940333981,6008.661000976563,5942.478874727503,6062.691428041405,5979.725619679501,82.96580836190424,81.07308959588839,1.8927187660158467,1.3169669316244192,0.7665194142388199,5.05672758908875,84.54996447762579,95.27407511866492,93.34545029380735,-4.7259248813350725,56.278599330357146,6204.598709275459,6005.4150390625,5806.231368849541,0.0663346892487397,0.8358336456672429,0.3236214971077867,0.3358242635568646,0.5742135397973755,0.8196352801004195,39.4592902913945,4.0360183934259615,81.44159213734008,69.13385938360932,1,1,-1,47028300.0,18.0607059469853,34.56480901690671,65.8179012345679,58.04174842490426,1.3772146499177975,1,0.056088385008558284,0.0217251720998608,0.03877606522235409,6096.5,-0.1702975734015011,6106.89990234375,0.2807990115387238,6089.7998046875,0.3906909983303341,6066.10009765625,0.1105752289085382,6059.39990234375,-0.0692690026527831,82.26601453964146,79.69241546956087,81.81308945416276,83.49944863349447,53.00718470982143,52.97862025669643,6167.2998046875,0.4577079828159913,1
2019-02-22,6167.2998046875,6176.2001953125,6126.5,6139.2001953125,788400.0,0.4577079828159913,6119.93994140625,6125.329049133432,6092.869970703125,6091.962514169222,6020.49501953125,6027.437315169627,5825.44599609375,5914.758807312022,5827.908002929687,5900.511601014249,6008.916499023438,5944.71589890621,6078.785024448496,5993.620003754168,85.16502069432863,81.89147581557646,3.273544878752176,1.6682828407389882,1.5778605729638517,5.141749481434799,84.53833806099787,96.87705592105263,93.85658683376766,-3.1229440789473686,56.23573521205357,6220.805548111918,6020.49501953125,5820.184490950583,0.06654287660095556,0.8664430077551549,0.32011471595549484,0.31935786254392423,0.5754522967416704,0.7417502853729416,40.12444872242527,4.039094735706166,81.70846621700377,70.81047362806191,1,1,-1,47816700.0,19.039710101162612,27.88321167883212,45.81098575920104,58.99845393543318,1.3707512321152915,1,0.0586828560118795,0.02635804736008618,0.04155360828048548,6139.2001953125,0.7004050736078016,6096.5,-0.1702975734015011,6106.89990234375,0.2807990115387238,6089.7998046875,0.3906909983303341,6066.10009765625,0.1105752289085382,84.54996447762579,82.26601453964146,82.96580836190424,81.81308945416276,56.278599330357146,53.00718470982143,6186.2998046875,0.3080764775787115,1
2019-02-25,6186.2998046875,6191.10009765625,6158.7998046875,6167.2998046875,701000.0,0.3080764775787115,6139.23994140625,6145.652634318121,6105.419970703125,6109.114748808908,6034.530004882812,6042.567076076091,5837.653994140625,5925.407473875766,5828.508999023437,5906.170773364214,6009.171499023438,5947.119718864234,6095.325759869881,6007.8925816010815,87.43317826879957,82.99981630622109,4.4333619625784735,1.5846169512127695,2.0706838048492715,4.753110647343894,79.67098891249982,97.60703358331568,96.58605487434438,-2.392966416684314,47.971470424107146,6240.2079492357525,6034.530004882812,5828.852060529872,0.068167013565768,0.8689501085839644,0.3184467949157752,0.29927617447552457,0.5668487121678041,0.741273119362929,28.409713851151416,4.734928073820848,71.42869677374071,70.89290338081909,1,1,-1,48517700.0,15.37195523370638,38.51017585457419,6.486404374905064,58.946183334903665,1.2878617497996347,1,0.05972361686677852,0.029476327259564394,0.04233980600089587,6167.2998046875,0.4577079828159913,6139.2001953125,0.7004050736078016,6096.5,-0.1702975734015011,6106.89990234375,0.2807990115387238,6089.7998046875,0.3906909983303341,84.53833806099787,84.54996447762579,85.16502069432863,82.96580836190424,56.23573521205357,56.278599330357146,6128.39990234375,-0.9359375421779226,0
2019-02-26,6128.39990234375,6186.2998046875,6106.0,6186.2998046875,754000.0,-0.9359375421779226,6143.53994140625,6139.9017236599975,6110.349951171875,6112.621140360698,6047.239990234375,6050.741630958725,5847.1519921875,5933.367961266667,5828.331997070312,5910.57135017569,6009.324499511718,5948.9235017844285,6100.414089481245,6016.819049804242,83.59503967700311,83.1188609803775,0.47617869662560963,0.35206078933351925,0.8109720829651668,4.327392642050176,64.96923415480379,61.999881628787875,85.49465704438539,-38.000118371212125,49.992885044642854,6242.346581899265,6047.239990234375,5852.133398569485,0.06452748426719165,0.7079886471718315,0.6469238537885212,0.465068983861515,0.601720995896061,0.7386738297297155,26.789526411403408,12.087378505311861,37.81717690126691,66.48280651687881,1,1,-1,47763700.0,18.46032992930087,9.608954789940395,6.859410430838997,51.77583252148387,1.0601337247909834,1,0.04809998278341854,0.019815106147405892,0.03197821848855217,6186.2998046875,0.3080764775787115,6167.2998046875,0.4577079828159913,6139.2001953125,0.7004050736078016,6096.5,-0.1702975734015011,6106.89990234375,0.2807990115387238,79.67098891249982,84.53833806099787,87.43317826879957,85.16502069432863,47.971470424107146,56.23573521205357,6150.2998046875,0.3573510654122813,1
2019-02-27,6150.2998046875,6156.39990234375,6127.7001953125,6128.39990234375,726000.0,0.3573510654122813,6154.29990234375,6143.367750669166,6119.019921875,6119.471806601934,6060.419970703125,6060.223361790037,5856.925986328125,5941.87509238121,5828.071997070312,5915.318448284834,6009.540998535156,5950.927246091923,6108.088814897592,6026.706513128928,81.38230176866364,82.77154913803474,-1.3892473693711054,0.8824703467153361,1.4298388026077413,4.477884054379078,59.72405227168923,74.89212740384616,78.1663475386499,-25.107872596153847,46.34287806919643,6245.204526292715,6060.419970703125,5875.635415113535,0.06098077574916036,0.7432016942584745,0.6405243965050114,0.45602736700443564,0.6025764680392283,0.739170808184334,19.127626636603164,13.039391364620547,18.92694955979757,60.14202558926797,1,1,-1,48489700.0,7.380565005176742,9.255079006772004,6.031838761501396,52.252696986451966,0.9710754624704647,0,0.05009006756175505,0.02342255526447934,0.030125181250672334,6128.39990234375,-0.9359375421779226,6186.2998046875,0.3080764775787115,6167.2998046875,0.4577079828159913,6139.2001953125,0.7004050736078016,6096.5,-0.1702975734015011,64.96923415480379,79.67098891249982,83.59503967700311,87.43317826879957,49.992885044642854,47.971470424107146,6169.0,0.3040533942466839,1
2019-02-28,6169.0,6173.10009765625,6135.39990234375,6150.2998046875,805900.0,0.3040533942466839,6160.25986328125,6151.911833779444,6129.979931640625,6128.47693267431,6075.6349609375,6070.583041619558,5868.265986328125,5950.781951503516,5827.906997070312,5920.3418453485,6009.9144995117185,5953.097124240262,6117.459766451808,6037.246771415674,80.21299503613409,82.25983831765461,-2.0468432815205233,0.4854020676871462,1.8087615840284288,5.188667699172744,66.53100556994218,86.39993990384616,74.43064964549339,-13.600060096153847,46.1357421875,6241.731825924305,6075.6349609375,5909.538095950696,0.054676380676160645,0.7810559942534651,0.5814356077159569,0.45198133508089927,0.5862067067961928,0.7180299875222226,21.79907227374577,13.097934387860938,24.933765724547733,55.44759094063861,1,1,-1,49295600.0,-6.247091670544435,10.685345419585213,-14.953566905867454,59.47242329030302,1.0784731005015753,0,0.051247508952819265,0.02647050977201193,0.02841550913142638,6150.2998046875,0.3573510654122813,6128.39990234375,-0.9359375421779226,6186.2998046875,0.3080764775787115,6167.2998046875,0.4577079828159913,6139.2001953125,0.7004050736078016,59.72405227168923,64.96923415480379,81.38230176866364,83.59503967700311,46.34287806919643,49.992885044642854,6192.7001953125,0.3841821253444566,1
